prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
식당에서 지호와 성민가 놀고 있었습니다. 하린가 예쁜 선물을 발견하고는,642,1,4,6,7,9,17,19,26,27, 지, 서, 지, 지, 서, 서,ablation, 지,0.0796,0.0033,0.0796
조용한 놀이터에서 유진과 예린가 식사를 마쳤습니다. 진우가 가방에서 공을 꺼내더니,771,1,10,12,13,15,23,25,36,37, 주, 정, 주, 주, 정, 정,ablation,",",0.2188,0.0038,0.0055
식당에 유진과 우진가 함께 도착했습니다. 민재는 미리 준비한 선물을 내밀며,142,1,4,6,7,9,15,18,27,28, 서, �, 서, 서, �, �,ablation, 유,0.1582,0.0,0.0018
병원에 성민과 건우가 방문했습니다. 현준는 기념품으로 산 우산을 조심스럽게,957,1,3,5,6,8,12,14,28,29, 수, 영, 수, 수, 영, 영,ablation, 보,0.1006,0.0001,0.0106
공원에 정훈과 유진가 함께 도착했습니다. 민재는 미리 준비한 공을 내밀며,111,1,4,6,7,9,15,18,27,28, 지, �, 지, 지, �, �,ablation," """,0.0952,0.0,0.0035
해변에 성민과 연우가 방문했습니다. 민재는 기념품으로 산 우산을 조심스럽게,997,1,4,6,7,9,13,16,30,31, �, 동, �, �, 동, 동,eval, 들,0.1484,0.0015,0.0
공원에서 윤서와 수아가 공부를 하고 있었습니다. 갑자기 하린가 연필을 집어 들고는,213,1,4,7,8,10,22,24,32,33, �, �, �, �, �, �,ablation, �,0.1104,0.0,0.0
놀이터에서 동현과 연우가 이야기를 나누고 있었습니다. 정우가 장난감을 꺼내어,78,1,5,7,8,10,19,21,30,31, 다, 상, 다, 다, 상, 상,ablation, 연,0.1553,0.0021,0.0018
도서관에 승민과 예린가 앉아있었습니다. 우진는 자신이 아끼는 지갑을 챙겨서,526,1,5,8,9,11,18,20,33,34, 다, �, 다, 다, �, �,ablation, 도,0.1748,0.0,0.0027
공원에서 소율과 가은가 놀고 있었습니다. 진우가 예쁜 장난감을 발견하고는,618,1,4,6,7,9,17,19,28,29, 지, 정, 지, 지, 정, 정,eval, 소,0.0684,0.0044,0.005
카페에서 유진과 예린가 쇼핑을 했습니다. 소율가 새로 산 장난감을 포장해서,438,1,4,6,7,9,19,21,31,32, 상, 동, 상, 상, 동, 동,ablation, 가져,0.0623,0.0015,0.0013
병원에서 지호와 유진가 놀고 있었습니다. 현준가 예쁜 사과를 발견하고는,655,1,3,5,6,8,16,18,26,27, 하, 주, 하, 하, 주, 주,ablation," """,0.0669,0.0049,0.014
조용한 공원에서 수아와 현우가 식사를 마쳤습니다. 우진가 가방에서 책을 꺼내더니,710,1,7,9,10,12,20,22,33,34, 시, 하, 시, 시, 하, 하,ablation,",",0.2715,0.002,0.0011
해변에서 수진과 소율가 공부를 하고 있었습니다. 갑자기 연우가 지갑을 집어 들고는,296,1,4,6,7,9,21,23,31,32, 도, 예, 도, 도, 예, 예,eval," """,0.1826,0.0002,0.0063
조용한 병원에서 영호와 하린가 식사를 마쳤습니다. 현준가 가방에서 사과를 꺼내더니,755,1,8,10,11,13,21,23,35,36, 도, 시, 도, 도, 시, 시,ablation,",",0.2207,0.001,0.0024
영화관에서 수아와 소율가 놀고 있었습니다. 선우가 예쁜 지갑을 발견하고는,666,1,5,7,8,10,18,20,28,29, 지, 다, 지, 지, 다, 다,ablation," """,0.0552,0.0014,0.0109
조용한 공원에서 영호와 상철가 식사를 마쳤습니다. 건우가 가방에서 공을 꺼내더니,711,1,7,9,10,12,20,22,33,34, 하, 지, 하, 하, 지, 지,ablation,",",0.2168,0.0037,0.0031
조용한 놀이터에서 예린과 소율가 식사를 마쳤습니다. 정우가 가방에서 장난감을 꺼내더니,778,1,10,12,13,15,23,25,38,39, 주, 유, 주, 주, 유, 유,ablation,",",0.2344,0.0024,0.0043
도서관에서 건우와 우진가 게임을 했습니다. 벌칙으로 선우가 책을 건네며,820,1,5,7,8,10,22,24,29,30, 하, 영, 하, 하, 영, 영,ablation,",",0.0942,0.0014,0.0044
해변에 정훈과 재민가 함께 도착했습니다. 민재는 미리 준비한 장난감을 내밀며,198,1,4,6,7,9,15,18,29,30, �, 도, �, �, 도, 도,ablation, 재,0.1309,0.0214,0.0
학교에 지우와 연우가 함께 도착했습니다. 태윤는 미리 준비한 사과를 내밀며,105,1,3,5,6,8,14,17,27,28, �, 서, �, �, 서, 서,ablation," """,0.0859,0.0011,0.0
공원에서 서현과 우진가 놀고 있었습니다. 진우가 예쁜 지갑을 발견하고는,616,1,4,6,7,9,17,19,27,28, 하, 지, 하, 하, 지, 지,ablation," """,0.0962,0.0115,0.0147
공원에서 우진과 선우가 공부를 하고 있었습니다. 갑자기 정우가 장난감을 집어 들고는,218,1,4,6,7,9,21,23,32,33, 도, 하, 도, 도, 하, 하,ablation," """,0.1875,0.0145,0.0021
"어느 화창한 날, 놀이터에서 동현과 수아가 산책을 했습니다. 연우가 바닥에서 열쇠를 주워서",379,1,16,18,19,21,30,32,41,42, 지, 시, 지, 지, 시, 시,ablation, 동,0.1562,0.0025,0.0078
조용한 도서관에서 수아와 태윤가 식사를 마쳤습니다. 정우가 가방에서 우산을 꺼내더니,727,1,8,10,11,14,22,24,36,37, 시, �, 시, 시, �, �,ablation,",",0.1777,0.0,0.002
영화관에 수아와 하린가 앉아있었습니다. 연우는 자신이 아끼는 편지를 챙겨서,564,1,5,7,8,10,17,19,33,34, 지, 정, 지, 지, 정, 정,ablation, 하,0.0332,0.0023,0.0058
공원에서 예린과 소율가 쇼핑을 했습니다. 가은가 새로 산 공을 포장해서,411,1,4,6,7,9,19,21,29,30, 지, 재, 지, 지, 재, 재,ablation, �,0.0688,0.0022,0.0112
도서관에서 지민과 하린가 공부를 하고 있었습니다. 갑자기 우진가 연필을 집어 들고는,223,1,5,7,8,10,22,24,32,33, 지, 서, 지, 지, 서, 서,ablation," """,0.1494,0.004,0.0752
"어느 화창한 날, 영화관에서 가은과 정우가 산책을 했습니다. 현준가 바닥에서 편지를 주워서",364,1,13,15,16,18,27,29,39,40, 다, 상, 다, 다, 상, 상,ablation, �,0.1069,0.0011,0.0022
병원에서 서연과 하은가 이야기를 나누고 있었습니다. 현우가 우산을 꺼내어,57,1,3,5,6,8,17,19,27,28, 서, 하, 서, 서, 하, 하,ablation, 하,0.0679,0.0679,0.0342
조용한 해변에서 영호와 정훈가 식사를 마쳤습니다. 정우가 가방에서 책을 꺼내더니,790,1,7,9,10,12,20,22,33,34, 지, 서, 지, 지, 서, 서,ablation,",",0.167,0.0047,0.0042
도서관에서 수진과 정훈가 공부를 하고 있었습니다. 갑자기 승민가 편지를 집어 들고는,224,1,5,7,8,10,22,25,34,35, 서, �, 서, 서, �, �,ablation," """,0.0981,0.0,0.0043
학교에서 동현과 채원가 놀고 있었습니다. 정우가 예쁜 연필을 발견하고는,603,1,3,5,6,10,18,20,28,29, �, 지, �, �, 지, 지,ablation," """,0.0723,0.0041,0.0
백화점에서 하린과 정우가 쇼핑을 했습니다. 현준가 새로 산 우산을 포장해서,487,1,5,7,8,10,20,22,31,32, 재, 유, 재, 재, 유, 유,ablation, 하,0.1021,0.0003,0.0006
영화관에서 주원과 지민가 쇼핑을 했습니다. 수아가 새로 산 사과를 포장해서,465,1,5,7,8,10,20,22,31,32, 서, 도, 서, 서, 도, 도,ablation, 주,0.2949,0.0019,0.0007
백화점에서 지민과 유진가 놀고 있었습니다. 예린가 예쁜 열쇠를 발견하고는,689,1,5,7,8,10,18,20,28,29, 서, 하, 서, 서, 하, 하,ablation, 지,0.1113,0.0059,0.0034
식당에서 수아와 하린가 놀고 있었습니다. 진우가 예쁜 장난감을 발견하고는,648,1,4,6,7,9,17,19,28,29, 하, 영, 하, 하, 영, 영,ablation, 하,0.0938,0.002,0.0938
해변에서 하은과 영호가 이야기를 나누고 있었습니다. 건우가 연필을 꺼내어,93,1,4,6,7,9,18,20,28,29, 서, 지, 서, 서, 지, 지,ablation, 그,0.0962,0.0031,0.0054
조용한 병원에서 서윤과 영희가 식사를 마쳤습니다. 재민가 가방에서 우산을 꺼내더니,757,1,8,10,11,13,21,23,35,36, 서, 지, 서, 서, 지, 지,ablation,",",0.2275,0.0039,0.0371
해변에 상철과 윤서가 방문했습니다. 현우는 기념품으로 산 지갑을 조심스럽게,996,1,4,6,7,10,14,16,30,31, 시, �, 시, 시, �, �,ablation, 들,0.1016,0.0,0.0017
놀이터에서 수아와 선우가 놀고 있었습니다. 민재가 예쁜 지갑을 발견하고는,676,1,5,7,8,10,18,21,29,30, 정, �, 정, 정, �, �,ablation," """,0.0854,0.0,0.002
식당에서 수진과 소율가 이야기를 나누고 있었습니다. 진우가 공을 꺼내어,41,1,4,6,7,9,18,20,27,28, 서, 지, 서, 서, 지, 지,ablation, 소,0.0996,0.0032,0.0036
카페에서 연우와 정우가 이야기를 나누고 있었습니다. 현준가 선물을 꺼내어,32,1,4,6,7,9,18,20,27,28, 소, 우, 소, 소, 우, 우,ablation, 주,0.1006,0.0021,0.0012
학교에서 하린과 현우가 쇼핑을 했습니다. 선우가 새로 산 지갑을 포장해서,406,1,3,5,6,8,18,20,29,30, 서, 지, 서, 서, 지, 지,ablation, 하,0.0835,0.0073,0.0012
"어느 화창한 날, 병원에서 서현과 지민가 산책을 했습니다. 가은가 바닥에서 열쇠를 주워서",359,1,14,16,17,19,28,30,39,40, 예, 시, 예, 예, 시, 시,ablation, 지,0.1196,0.0063,0.0006
카페에 성민과 건우가 방문했습니다. 민재는 기념품으로 산 책을 조심스럽게,930,1,4,6,7,9,13,16,29,30, 서, �, 서, 서, �, �,ablation, 들,0.1099,0.0,0.0006
조용한 식당에서 은지와 지원가 식사를 마쳤습니다. 하린가 가방에서 열쇠를 꺼내더니,749,1,8,11,12,13,21,23,35,36, 예, 지, 예, 예, 지, 지,ablation,",",0.2832,0.0133,0.0009
학교에 예린과 가은가 함께 도착했습니다. 현우는 미리 준비한 공을 내밀며,101,1,3,5,6,8,14,16,25,26, 지, 수, 지, 지, 수, 수,ablation," """,0.0613,0.0037,0.002
해변에서 동현과 우진가 게임을 했습니다. 벌칙으로 선우가 책을 건네며,890,1,4,6,7,9,21,23,28,29, 주, 지, 주, 주, 지, 지,ablation, 동,0.1123,0.0092,0.006
학교에서 하은과 영호가 게임을 했습니다. 벌칙으로 연우가 책을 건네며,800,1,3,5,6,8,20,22,27,28, 시, 지, 시, 시, 지, 지,ablation, 하,0.0815,0.0081,0.001
카페에서 다은과 가은가 이야기를 나누고 있었습니다. 선우가 지갑을 꺼내어,36,1,4,6,7,9,18,20,28,29, 지, 예, 지, 지, 예, 예,ablation, 다,0.0537,0.0022,0.0047
영화관에서 다은과 영호가 게임을 했습니다. 벌칙으로 현우가 장난감을 건네며,868,1,5,7,8,10,22,24,31,32, 지, 서, 지, 지, 서, 서,ablation, 다,0.127,0.0008,0.0041
조용한 놀이터에서 유진과 선우가 식사를 마쳤습니다. 연우가 가방에서 책을 꺼내더니,770,1,10,12,13,15,23,25,36,37, 하, 주, 하, 하, 주, 주,ablation,",",0.2148,0.0069,0.0016
조용한 놀이터에서 지원과 선우가 식사를 마쳤습니다. 민재가 가방에서 열쇠를 꺼내더니,779,1,10,11,12,14,22,25,37,38, 서, 하, 서, 서, 하, 하,eval,",",0.2119,0.0016,0.0073
백화점에서 지우와 현우가 쇼핑을 했습니다. 선우가 새로 산 선물을 포장해서,482,1,5,7,8,10,20,22,30,31, 서, 지, 서, 서, 지, 지,ablation, 지,0.2695,0.2695,0.0021
도서관에 영호와 재민가 앉아있었습니다. 소율는 자신이 아끼는 편지를 챙겨서,524,1,5,7,8,10,17,19,33,34, 지, 서, 지, 지, 서, 서,ablation, 도,0.1436,0.0063,0.0056
백화점에서 예린과 우진가 이야기를 나누고 있었습니다. 민재가 선물을 꺼내어,82,1,5,7,8,10,19,22,29,30, 예, �, 예, 예, �, �,ablation, 주,0.125,0.0,0.0337
놀이터에서 하린과 정우가 놀고 있었습니다. 진우가 예쁜 선물을 발견하고는,672,1,5,7,8,10,18,20,27,28, 유, 수, 유, 유, 수, 수,ablation, 하,0.0791,0.0021,0.0018
백화점에서 선우와 현준가 놀고 있었습니다. 진우가 예쁜 선물을 발견하고는,682,1,5,7,8,10,18,20,27,28, 동, 소, 동, 동, 소, 소,ablation, 선,0.1807,0.0043,0.0014
"어느 화창한 날, 식당에서 유진과 가은가 산책을 했습니다. 현준가 바닥에서 열쇠를 주워서",349,1,14,16,17,19,28,30,39,40, 지, 영, 지, 지, 영, 영,eval, 집,0.0664,0.0006,0.0115
영화관에서 상철과 성민가 게임을 했습니다. 벌칙으로 민재가 연필을 건네며,863,1,5,7,8,10,22,25,31,32, 지, �, 지, 지, �, �,ablation,",",0.0698,0.0,0.0069
영화관에 영호와 민지가 함께 도착했습니다. 현우는 미리 준비한 연필을 내밀며,163,1,5,7,8,11,17,19,29,30, �, 하, �, �, 하, 하,circuit, 영,0.1787,0.0033,0.0
영화관에 영희와 상철가 앉아있었습니다. 하린는 자신이 아끼는 연필을 챙겨서,563,1,5,7,8,10,17,19,32,33, 지, 하, 지, 지, 하, 하,eval, 영,0.2227,0.0081,0.0049
백화점에서 건우와 우진가 게임을 했습니다. 벌칙으로 태윤가 편지를 건네며,884,1,5,7,8,10,22,25,32,33, 서, �, 서, 서, �, �,ablation,",",0.0996,0.0,0.0022
도서관에서 성민과 가은가 이야기를 나누고 있었습니다. 연우가 편지를 꺼내어,24,1,5,7,8,10,19,21,30,31, 서, 도, 서, 서, 도, 도,ablation, 성,0.0815,0.0059,0.0017
백화점에서 영호와 가은가 게임을 했습니다. 벌칙으로 정우가 사과를 건네며,885,1,5,7,8,10,22,24,30,31, 하, 다, 하, 하, 다, 다,eval,",",0.0859,0.0031,0.0035
병원에 현우와 우진가 앉아있었습니다. 태윤는 자신이 아끼는 연필을 챙겨서,553,1,3,5,6,8,15,18,31,32, 하, �, 하, 하, �, �,ablation, 우,0.0481,0.0,0.0039
놀이터에서 하린과 선우가 게임을 했습니다. 벌칙으로 연우가 장난감을 건네며,878,1,5,7,8,10,22,24,31,32, 지, 수, 지, 지, 수, 수,ablation, 선,0.1143,0.0018,0.0069
식당에서 건우와 민재가 쇼핑을 했습니다. 진우가 새로 산 선물을 포장해서,442,1,4,6,7,10,20,22,30,31, 영, �, 영, 영, �, �,eval, 건,0.1582,0.0,0.0006
해변에서 다은과 재민가 공부를 하고 있었습니다. 갑자기 현우가 책을 집어 들고는,290,1,4,6,7,9,21,23,30,31, 서, 지, 서, 서, 지, 지,ablation," """,0.126,0.0041,0.002
조용한 공원에서 다은과 지민가 식사를 마쳤습니다. 재민가 가방에서 편지를 꺼내더니,714,1,7,9,10,12,20,22,35,36, 시, 지, 시, 시, 지, 지,ablation,",",0.1914,0.013,0.0011
공원에 다은과 승민가 함께 도착했습니다. 현우는 미리 준비한 사과를 내밀며,115,1,4,6,7,10,16,18,28,29, �, 지, �, �, 지, 지,ablation, �,0.1123,0.0026,0.0
학교에서 정훈과 하린가 쇼핑을 했습니다. 정우가 새로 산 장난감을 포장해서,408,1,3,5,6,8,18,20,30,31, 시, 지, 시, 시, 지, 지,ablation, 하,0.126,0.0059,0.0052
해변에서 윤서와 하린가 이야기를 나누고 있었습니다. 우진가 책을 꺼내어,90,1,4,7,8,10,19,21,28,29, 도, �, 도, 도, �, �,ablation, �,0.1836,0.0,0.0018
백화점에서 다은과 현우가 쇼핑을 했습니다. 선우가 새로 산 편지를 포장해서,484,1,5,7,8,10,20,22,32,33, 서, 도, 서, 서, 도, 도,ablation, 다,0.1582,0.0019,0.0019
카페에 민지와 가은가 방문했습니다. 현우는 기념품으로 산 공을 조심스럽게,931,1,4,7,8,10,14,16,29,30, �, 서, �, �, 서, 서,ablation, 들,0.0835,0.0004,0.0
공원에서 다은과 성민가 쇼핑을 했습니다. 예린가 새로 산 공을 포장해서,411,1,4,6,7,9,19,21,29,30, 도, 지, 도, 도, 지, 지,eval, 다,0.1816,0.0103,0.0132
조용한 카페에서 영희와 상철가 식사를 마쳤습니다. 가은가 가방에서 선물을 꺼내더니,732,1,8,10,11,13,21,23,34,35, 시, 수, 시, 시, 수, 수,eval,",",0.2715,0.0025,0.001
"어느 화창한 날, 카페에서 예린과 소율가 산책을 했습니다. 하린가 바닥에서 선물을 주워서",332,1,14,16,17,19,28,30,38,39, 주, 지, 주, 주, 지, 지,ablation, 소,0.0659,0.0058,0.007
병원에서 정훈과 현우가 놀고 있었습니다. 건우가 예쁜 지갑을 발견하고는,656,1,3,5,6,8,16,18,26,27, 하, 지, 하, 하, 지, 지,ablation," """,0.103,0.009,0.0123
"어느 화창한 날, 놀이터에서 정훈과 동현가 산책을 했습니다. 가은가 바닥에서 우산을 주워서",377,1,16,18,19,21,30,32,41,42, 다, 지, 다, 다, 지, 지,ablation, �,0.0781,0.012,0.0053
조용한 병원에서 우진과 승우가 식사를 마쳤습니다. 진우가 가방에서 연필을 꺼내더니,753,1,8,10,11,14,22,24,36,37, 시, �, 시, 시, �, �,ablation,",",0.2393,0.0,0.0007
식당에서 상철과 동현가 게임을 했습니다. 벌칙으로 성민가 책을 건네며,840,1,4,6,7,9,21,23,28,29, 서, 지, 서, 서, 지, 지,ablation,",",0.1553,0.0064,0.0021
병원에서 다은과 영호가 게임을 했습니다. 벌칙으로 수아가 편지를 건네며,854,1,3,5,6,8,20,22,29,30, 주, 지, 주, 주, 지, 지,ablation, 다,0.0928,0.0036,0.0034
공원에서 상철과 재민가 쇼핑을 했습니다. 진우가 새로 산 편지를 포장해서,414,1,4,6,7,9,19,21,31,32, 하, 지, 하, 하, 지, 지,ablation, �,0.0605,0.0077,0.006
도서관에 서윤과 지우가 앉아있었습니다. 가은는 자신이 아끼는 사과를 챙겨서,525,1,5,7,8,10,17,19,32,33, 서, 지, 서, 서, 지, 지,ablation, 도,0.3809,0.0259,0.0583
카페에서 예린과 연우가 게임을 했습니다. 벌칙으로 현준가 우산을 건네며,837,1,4,6,7,9,21,23,29,30, 지, 영, 지, 지, 영, 영,ablation,",",0.1235,0.0018,0.0054
백화점에 철수와 상철가 함께 도착했습니다. 수아는 미리 준비한 우산을 내밀며,187,1,5,8,9,11,17,19,29,30, 주, �, 주, 주, �, �,ablation, �,0.1875,0.0,0.0032
도서관에서 민지와 수아가 공부를 하고 있었습니다. 갑자기 우진가 장난감을 집어 들고는,228,1,5,8,9,11,23,25,34,35, �, �, �, �, �, �,ablation," """,0.2402,0.0,0.0
백화점에서 철수와 지원가 놀고 있었습니다. 연우가 예쁜 지갑을 발견하고는,686,1,5,8,9,10,18,20,28,29, 주, 지, 주, 주, 지, 지,ablation," """,0.0537,0.0082,0.0016
공원에서 하은과 정훈가 쇼핑을 했습니다. 소율가 새로 산 편지를 포장해서,414,1,4,6,7,9,19,21,31,32, 주, 서, 주, 주, 서, 서,ablation, 보내,0.0659,0.001,0.0293
해변에서 지안과 지원가 게임을 했습니다. 벌칙으로 태윤가 연필을 건네며,893,1,4,6,7,8,20,23,29,30, 서, 하, 서, 서, 하, 하,ablation,",",0.1406,0.003,0.0025
카페에 시우와 지우가 방문했습니다. 수아는 기념품으로 산 사과를 조심스럽게,935,1,4,6,7,9,13,15,29,30, 지, 서, 지, 지, 서, 서,ablation, 보,0.0845,0.0006,0.0166
백화점에 하린과 연우가 앉아있었습니다. 정우는 자신이 아끼는 책을 챙겨서,580,1,5,7,8,10,17,19,31,32, 하, 영, 하, 하, 영, 영,ablation, 하,0.0618,0.0016,0.0618
병원에서 상철과 현우가 게임을 했습니다. 벌칙으로 연우가 우산을 건네며,857,1,3,5,6,8,20,22,28,29, 하, 주, 하, 하, 주, 주,ablation, 상,0.1216,0.0094,0.0078
해변에서 정훈과 유진가 게임을 했습니다. 벌칙으로 예린가 선물을 건네며,892,1,4,6,7,9,21,23,28,29, 하, 수, 하, 하, 수, 수,ablation,",",0.1768,0.0021,0.0037
병원에서 동현과 성민가 게임을 했습니다. 벌칙으로 유진가 사과를 건네며,855,1,3,5,6,8,20,22,28,29, 서, 정, 서, 서, 정, 정,ablation,",",0.0894,0.0061,0.003
병원에서 가은과 선우가 쇼핑을 했습니다. 승우가 새로 산 사과를 포장해서,455,1,3,5,6,8,18,21,30,31, 하, �, 하, 하, �, �,ablation, 가,0.1973,0.0,0.0017
조용한 카페에서 다은과 수진가 식사를 마쳤습니다. 성민가 가방에서 연필을 꺼내더니,733,1,8,10,11,13,21,23,35,36, 하, 서, 하, 하, 서, 서,ablation,",",0.1328,0.008,0.0026
해변에서 영희와 하린가 쇼핑을 했습니다. 승우가 새로 산 지갑을 포장해서,496,1,4,6,7,9,19,22,31,32, 시, �, 시, 시, �, �,ablation, �,0.0588,0.0,0.0033
조용한 도서관에서 정훈과 유진가 식사를 마쳤습니다. 채원가 가방에서 지갑을 꺼내더니,726,1,8,10,11,13,21,25,37,38, �, 영, �, �, 영, 영,eval,",",0.2148,0.0022,0.0
놀이터에서 지우와 영희가 쇼핑을 했습니다. 연우가 새로 산 책을 포장해서,470,1,5,7,8,10,20,22,30,31, 예, 시, 예, 예, 시, 시,ablation, 지,0.106,0.0021,0.0006
조용한 도서관에서 정훈과 선우가 식사를 마쳤습니다. 연우가 가방에서 공을 꺼내더니,721,1,8,10,11,13,21,23,34,35, 서, 영, 서, 서, 영, 영,ablation,",",0.2119,0.0013,0.0032
놀이터에 정훈과 윤서가 앉아있었습니다. 예린는 자신이 아끼는 공을 챙겨서,571,1,5,7,8,11,18,20,32,33, 지, �, 지, 지, �, �,ablation, �,0.062,0.0,0.0079
학교에 지민과 영희가 함께 도착했습니다. 진우는 미리 준비한 책을 내밀며,100,1,3,5,6,8,14,16,25,26, 예, 지, 예, 예, 지, 지,eval," """,0.166,0.0537,0.0011
카페에서 상철과 승민가 공부를 하고 있었습니다. 갑자기 진우가 공을 집어 들고는,231,1,4,6,7,10,22,24,31,32, 서, �, 서, 서, �, �,ablation," """,0.1465,0.0,0.0023
"어느 화창한 날, 도서관에서 수아와 우진가 산책을 했습니다. 진우가 바닥에서 지갑을 주워서",326,1,14,16,17,19,28,30,39,40, 서, 다, 서, 서, 다, 다,ablation, 수,0.126,0.0023,0.002
식당에서 지우와 수진가 공부를 하고 있었습니다. 갑자기 우진가 편지를 집어 들고는,244,1,4,6,7,9,21,23,32,33, 하, 주, 하, 하, 주, 주,ablation," """,0.1289,0.0044,0.0077
카페에 예린과 하린가 앉아있었습니다. 진우는 자신이 아끼는 사과를 챙겨서,535,1,4,6,7,9,16,18,31,32, 지, 수, 지, 지, 수, 수,ablation, �,0.2051,0.0015,0.0055
조용한 식당에서 재민과 건우가 식사를 마쳤습니다. 승우가 가방에서 사과를 꺼내더니,745,1,8,10,11,13,21,24,36,37, 주, �, 주, 주, �, �,ablation,",",0.2715,0.0,0.0056
카페에 서윤과 현우가 앉아있었습니다. 연우는 자신이 아끼는 사과를 챙겨서,535,1,4,6,7,9,16,18,31,32, 시, 주, 시, 시, 주, 주,ablation, �,0.2061,0.0116,0.0028
공원에 다은과 하린가 방문했습니다. 현준는 기념품으로 산 지갑을 조심스럽게,916,1,4,6,7,9,13,15,29,30, 서, 하, 서, 서, 하, 하,ablation, 들,0.127,0.0032,0.0002
놀이터에 수아와 가은가 방문했습니다. 현우는 기념품으로 산 공을 조심스럽게,971,1,5,7,8,10,14,16,29,30, 도, 지, 도, 도, 지, 지,circuit, 들,0.1011,0.01,0.0008
영화관에서 유진과 건우가 게임을 했습니다. 벌칙으로 현준가 선물을 건네며,862,1,5,7,8,10,22,24,29,30, 지, 예, 지, 지, 예, 예,ablation,",",0.1963,0.0018,0.0049
카페에서 현우와 정우가 놀고 있었습니다. 현준가 예쁜 공을 발견하고는,631,1,4,6,7,9,17,19,26,27, 지, 하, 지, 지, 하, 하,ablation," """,0.0557,0.017,0.0038
조용한 놀이터에서 동현과 유진가 식사를 마쳤습니다. 가은가 가방에서 공을 꺼내더니,771,1,10,12,13,15,23,25,36,37, 시, 하, 시, 시, 하, 하,circuit,",",0.2354,0.002,0.001
백화점에 주원과 지우가 앉아있었습니다. 하린는 자신이 아끼는 선물을 챙겨서,582,1,5,7,8,10,17,19,31,32, 서, 도, 서, 서, 도, 도,ablation, �,0.0613,0.0078,0.0137
해변에서 동현과 성민가 이야기를 나누고 있었습니다. 현우가 책을 꺼내어,90,1,4,6,7,9,18,20,27,28, 하, 정, 하, 하, 정, 정,ablation, �,0.0786,0.0061,0.0012
병원에서 수진과 예린가 이야기를 나누고 있었습니다. 정우가 우산을 꺼내어,57,1,3,5,6,8,17,19,27,28, 지, 시, 지, 지, 시, 시,ablation, 수,0.0486,0.007,0.0055
공원에서 동현과 하린가 쇼핑을 했습니다. 정우가 새로 산 선물을 포장해서,412,1,4,6,7,9,19,21,29,30, 도, 영, 도, 도, 영, 영,ablation, 동,0.0869,0.0005,0.0043
백화점에 다은과 은지가 앉아있었습니다. 연우는 자신이 아끼는 우산을 챙겨서,587,1,5,7,8,11,18,20,33,34, �, 주, �, �, 주, 주,ablation, �,0.1104,0.0052,0.0
공원에 서윤과 예린가 함께 도착했습니다. 우진는 미리 준비한 공을 내밀며,111,1,4,6,7,9,15,17,26,27, 하, 주, 하, 하, 주, 주,ablation," """,0.0693,0.0088,0.0039
공원에서 재민과 유진가 게임을 했습니다. 벌칙으로 우진가 장난감을 건네며,818,1,4,6,7,9,21,23,30,31, 지, 서, 지, 지, 서, 서,ablation,",",0.1543,0.0007,0.0044
조용한 영화관에서 성민과 수아가 식사를 마쳤습니다. 우진가 가방에서 우산을 꺼내더니,767,1,7,9,10,12,20,22,34,35, 다, 정, 다, 다, 정, 정,ablation,",",0.2393,0.0044,0.0011
"어느 화창한 날, 도서관에서 지호와 지민가 산책을 했습니다. 우진가 바닥에서 공을 주워서",321,1,14,16,17,19,28,30,38,39, 서, 예, 서, 서, 예, 예,ablation, 지,0.1924,0.0006,0.001
해변에서 재민과 예린가 게임을 했습니다. 벌칙으로 민재가 지갑을 건네며,896,1,4,6,7,9,21,24,30,31, 지, �, 지, 지, �, �,ablation, 예,0.1328,0.0,0.0075
식당에서 서연과 하은가 공부를 하고 있었습니다. 갑자기 하린가 우산을 집어 들고는,247,1,4,6,7,9,21,23,31,32, 예, 시, 예, 예, 시, 시,ablation," """,0.1221,0.0033,0.0008
놀이터에서 정훈과 유진가 공부를 하고 있었습니다. 갑자기 현준가 공을 집어 들고는,271,1,5,7,8,10,22,24,31,32, 지, 영, 지, 지, 영, 영,ablation," """,0.2021,0.0005,0.0028
백화점에 가은과 건우가 함께 도착했습니다. 연우는 미리 준비한 열쇠를 내밀며,189,1,5,7,8,10,16,18,28,29, 서, 소, 서, 서, 소, 소,circuit, �,0.2617,0.0018,0.0027
공원에서 영호와 소율가 공부를 하고 있었습니다. 갑자기 연우가 공을 집어 들고는,211,1,4,6,7,9,21,23,30,31, 예, 하, 예, 예, 하, 하,ablation," """,0.1494,0.0115,0.0002
"어느 화창한 날, 영화관에서 재민과 소율가 산책을 했습니다. 선우가 바닥에서 열쇠를 주워서",369,1,13,15,16,18,27,29,38,39, 지, 상, 지, 지, 상, 상,ablation, 재,0.0703,0.0013,0.0157
공원에서 지안과 지민가 이야기를 나누고 있었습니다. 하린가 열쇠를 꺼내어,19,1,4,6,7,9,18,20,28,29, 예, 주, 예, 예, 주, 주,ablation, 지,0.1777,0.0396,0.0011
영화관에 현우와 선우가 방문했습니다. 현준는 기념품으로 산 공을 조심스럽게,961,1,5,7,8,10,14,16,29,30, 서, 가, 서, 서, 가, 가,ablation, 가져,0.0967,0.0084,0.0003
