prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
공원에서 지우와 서연가 쇼핑을 했습니다. 서연가 새로 산 장난감을 포장해서,418,1,4,6,7,9,19,21,31,32, 서, 지, 서, 서, 지, 지,ablation, 지,0.25,0.25,0.0023
공원에서 서연과 하준가 게임을 했습니다. 벌칙으로 하준가 우산을 건네며,817,1,4,6,7,9,21,23,29,30, 하, 서, 하, 하, 서, 서,circuit, �,0.0593,0.0461,0.0193
해변에서 지호와 예준가 공부를 하고 있었습니다. 갑자기 예준가 우산을 집어 들고는,297,1,4,6,7,9,21,23,31,32, 예, 지, 예, 예, 지, 지,ablation, �,0.1621,0.016,0.0052
"어느 화창한 날, 카페에서 수진과 주원가 산책을 했습니다. 주원가 바닥에서 사과를 주워서",335,1,14,16,17,19,28,30,39,40, 주, 수, 주, 주, 수, 수,ablation, �,0.2676,0.0466,0.252
놀이터에 가은과 민지가 방문했습니다. 민지는 기념품으로 산 선물을 조심스럽게,972,1,5,7,8,11,8,11,30,31, �, 가, �, �, 가, 가,eval, 들,0.1348,0.0117,0.0
조용한 놀이터에서 채원과 수아가 식사를 마쳤습니다. 수아가 가방에서 편지를 꺼내더니,774,1,10,14,15,17,25,27,40,41, 수, �, 수, 수, �, �,ablation, �,0.3516,0.3516,0.0121
조용한 백화점에서 시우와 예준가 식사를 마쳤습니다. 예준가 가방에서 편지를 꺼내더니,784,1,9,11,12,14,22,24,37,38, 예, 시, 예, 예, 시, 시,ablation, 시,0.1279,0.1279,0.0098
공원에 다은과 예준가 앉아있었습니다. 예준는 자신이 아끼는 공을 챙겨서,511,1,4,6,7,9,16,18,30,31, 예, 다, 예, 예, 다, 다,ablation, �,0.0645,0.0305,0.0064
학교에 서현과 시우가 앉아있었습니다. 시우는 자신이 아끼는 연필을 챙겨서,503,1,3,5,6,8,15,17,30,31, 시, 서, 시, 시, 서, 서,circuit, �,0.0593,0.016,0.0031
해변에서 다은과 시우가 공부를 하고 있었습니다. 갑자기 시우가 우산을 집어 들고는,297,1,4,6,7,9,21,23,31,32, 시, 다, 시, 시, 다, 다,ablation, 해,0.1758,0.021,0.0057
학교에서 승민과 하은가 게임을 했습니다. 벌칙으로 하은가 장난감을 건네며,808,1,3,6,7,9,21,23,30,31, 하, �, 하, 하, �, �,ablation, �,0.165,0.165,0.0474
도서관에서 서윤과 지안가 놀고 있었습니다. 지안가 예쁜 사과를 발견하고는,625,1,5,7,8,10,18,20,28,29, 지, 서, 지, 지, 서, 서,ablation, �,0.0623,0.0229,0.0229
병원에 시우와 서준가 앉아있었습니다. 서준는 자신이 아끼는 연필을 챙겨서,553,1,3,5,6,8,15,17,30,31, 서, 시, 서, 서, 시, 시,ablation, 가져,0.0625,0.0588,0.0049
병원에서 은지와 하준가 공부를 하고 있었습니다. 갑자기 하준가 편지를 집어 들고는,254,1,3,6,7,9,21,23,32,33, 하, �, 하, 하, �, �,ablation, �,0.1738,0.1738,0.0221
백화점에 서연과 지호가 방문했습니다. 지호는 기념품으로 산 연필을 조심스럽게,983,1,5,7,8,10,14,16,30,31, 지, 서, 지, 지, 서, 서,ablation, 들,0.166,0.0011,0.0239
해변에서 서윤과 도윤가 이야기를 나누고 있었습니다. 도윤가 사과를 꺼내어,95,1,4,6,7,9,18,20,28,29, 도, 서, 도, 도, 서, 서,ablation, �,0.2773,0.0242,0.0121
백화점에서 민서와 서준가 공부를 하고 있었습니다. 갑자기 서준가 연필을 집어 들고는,283,1,5,8,9,11,23,25,33,34, 서, �, 서, 서, �, �,ablation," """,0.1299,0.0,0.0078
"어느 화창한 날, 백화점에서 하린과 다은가 산책을 했습니다. 다은가 바닥에서 지갑을 주워서",386,1,15,17,18,20,29,31,40,41, 다, 하, 다, 다, 하, 하,ablation, 보,0.0505,0.0175,0.0186
조용한 병원에서 영희와 예준가 식사를 마쳤습니다. 예준가 가방에서 공을 꺼내더니,751,1,8,10,11,13,21,23,34,35, 예, 영, 예, 예, 영, 영,ablation, 조,0.052,0.0488,0.0432
식당에서 주원과 하준가 공부를 하고 있었습니다. 갑자기 하준가 연필을 집어 들고는,243,1,4,6,7,9,21,23,31,32, 하, 주, 하, 하, 주, 주,ablation, 주,0.1836,0.1836,0.0151
학교에서 시우와 지훈가 게임을 했습니다. 벌칙으로 지훈가 선물을 건네며,802,1,3,5,6,8,20,22,27,28, 지, 시, 지, 지, 시, 시,ablation, 시,0.1069,0.1069,0.0474
학교에서 철수와 시우가 쇼핑을 했습니다. 시우가 새로 산 공을 포장해서,401,1,3,6,7,9,19,21,29,30, 시, �, 시, 시, �, �,ablation, 주,0.0938,0.0,0.0018
해변에서 수진과 지우가 쇼핑을 했습니다. 지우가 새로 산 장난감을 포장해서,498,1,4,6,7,9,19,21,31,32, 지, 수, 지, 지, 수, 수,ablation, 해,0.1177,0.0219,0.0125
학교에서 상철과 도윤가 쇼핑을 했습니다. 도윤가 새로 산 사과를 포장해서,405,1,3,5,6,8,18,20,29,30, 도, 상, 도, 도, 상, 상,ablation, 가져,0.0977,0.0205,0.0033
조용한 식당에서 채원과 소율가 식사를 마쳤습니다. 소율가 가방에서 선물을 꺼내더니,742,1,8,12,13,15,23,25,36,37, 소, �, 소, 소, �, �,ablation,",",0.0859,0.0,0.0205
식당에서 다은과 민서가 공부를 하고 있었습니다. 갑자기 민서가 공을 집어 들고는,241,1,4,6,7,10,22,25,32,33, �, 다, �, �, 다, 다,ablation, 다,0.2227,0.2227,0.0
영화관에서 서연과 도윤가 쇼핑을 했습니다. 도윤가 새로 산 책을 포장해서,460,1,5,7,8,10,20,22,30,31, 도, 서, 도, 도, 서, 서,circuit, 주,0.1348,0.0194,0.0104
공원에 지우와 서윤가 방문했습니다. 서윤는 기념품으로 산 공을 조심스럽게,911,1,4,6,7,9,13,15,28,29, 서, 지, 서, 서, 지, 지,ablation, 들,0.1611,0.0435,0.0005
공원에서 서현과 주원가 이야기를 나누고 있었습니다. 주원가 공을 꺼내어,11,1,4,6,7,9,18,20,27,28, 주, 서, 주, 주, 서, 서,ablation, 주,0.2139,0.0396,0.2139
영화관에 시우와 민수가 함께 도착했습니다. 민수는 미리 준비한 편지를 내밀며,164,1,5,7,16,19,16,19,30,31, �, 시, �, �, 시, 시,ablation, 시,0.2734,0.2734,0.0
병원에서 지민과 서현가 게임을 했습니다. 벌칙으로 서현가 우산을 건네며,857,1,3,5,6,8,20,22,28,29, 서, 지, 서, 서, 지, 지,ablation, 지,0.1543,0.1543,0.0118
식당에서 서연과 지안가 놀고 있었습니다. 지안가 예쁜 공을 발견하고는,641,1,4,6,7,9,17,19,26,27, 지, 서, 지, 지, 서, 서,circuit, 공,0.0977,0.0232,0.0205
해변에 예준과 도윤가 방문했습니다. 도윤는 기념품으로 산 열쇠를 조심스럽게,999,1,4,6,7,9,13,15,29,30, 도, 예, 도, 도, 예, 예,eval, 들,0.0952,0.0054,0.0005
공원에 가은과 동현가 앉아있었습니다. 동현는 자신이 아끼는 책을 챙겨서,510,1,4,6,7,9,16,18,30,31, 동, 가, 동, 동, 가, 가,ablation, �,0.0669,0.0381,0.0031
식당에서 재민과 서윤가 공부를 하고 있었습니다. 갑자기 서윤가 책을 집어 들고는,240,1,4,6,7,9,21,23,30,31, 서, 재, 서, 서, 재, 재,ablation," """,0.168,0.0275,0.004
백화점에서 상철과 하준가 이야기를 나누고 있었습니다. 하준가 공을 꺼내어,81,1,5,7,8,10,19,21,28,29, 하, 상, 하, 하, 상, 상,circuit, 보,0.168,0.0898,0.0189
도서관에 소율과 도윤가 방문했습니다. 도윤는 기념품으로 산 편지를 조심스럽게,924,1,5,7,8,10,14,16,31,32, 도, 소, 도, 도, 소, 소,ablation, �,0.0874,0.0098,0.0007
조용한 백화점에서 철수와 영호가 식사를 마쳤습니다. 영호가 가방에서 장난감을 꺼내더니,788,1,9,12,13,15,23,25,38,39, 영, �, 영, 영, �, �,ablation, �,0.3301,0.3301,0.0113
해변에서 은지와 예준가 쇼핑을 했습니다. 예준가 새로 산 장난감을 포장해서,498,1,4,7,8,10,20,22,32,33, 예, �, 예, 예, �, �,ablation, 주,0.0732,0.0,0.0144
카페에서 서현과 주원가 공부를 하고 있었습니다. 갑자기 주원가 공을 집어 들고는,231,1,4,6,7,9,21,23,30,31, 주, 서, 주, 주, 서, 서,eval, 서,0.0952,0.0952,0.0256
조용한 학교에서 하준과 도윤가 식사를 마쳤습니다. 도윤가 가방에서 편지를 꺼내더니,704,1,8,10,11,13,21,23,36,37, 도, 하, 도, 도, 하, 하,ablation, 하,0.1768,0.1768,0.0137
놀이터에 서연과 도윤가 앉아있었습니다. 도윤는 자신이 아끼는 지갑을 챙겨서,576,1,5,7,8,10,17,19,32,33, 도, 서, 도, 도, 서, 서,ablation, �,0.0693,0.0291,0.005
카페에서 시우와 지훈가 공부를 하고 있었습니다. 갑자기 지훈가 연필을 집어 들고는,233,1,4,6,7,9,21,23,31,32, 지, 시, 지, 지, 시, 시,ablation, 시,0.123,0.123,0.0061
놀이터에서 윤서와 영호가 쇼핑을 했습니다. 영호가 새로 산 열쇠를 포장해서,479,1,5,8,9,11,21,23,32,33, 영, �, 영, 영, �, �,ablation, 주,0.1279,0.0,0.0072
카페에서 성민과 지민가 쇼핑을 했습니다. 지민가 새로 산 공을 포장해서,431,1,4,6,7,9,19,21,29,30, 지, 성, 지, 지, 성, 성,eval, 주,0.0928,0.0071,0.0266
백화점에 승민과 지우가 함께 도착했습니다. 지우는 미리 준비한 사과를 내밀며,185,1,5,8,9,11,17,19,29,30, 지, �, 지, 지, �, �,ablation," """,0.1816,0.0,0.0052
해변에서 영희와 지안가 쇼핑을 했습니다. 지안가 새로 산 우산을 포장해서,497,1,4,6,7,9,19,21,30,31, 지, 영, 지, 지, 영, 영,ablation, 가져,0.123,0.0189,0.0214
영화관에 지민과 서준가 방문했습니다. 서준는 기념품으로 산 공을 조심스럽게,961,1,5,7,8,10,14,16,29,30, 서, 지, 서, 서, 지, 지,ablation, 들,0.1816,0.0432,0.0007
도서관에서 하은과 지안가 이야기를 나누고 있었습니다. 지안가 선물을 꺼내어,22,1,5,7,8,10,19,21,28,29, 지, 하, 지, 지, 하, 하,eval, 보,0.2109,0.1982,0.0034
공원에 서현과 주원가 앉아있었습니다. 주원는 자신이 아끼는 연필을 챙겨서,513,1,4,6,7,9,16,18,31,32, 주, 서, 주, 주, 서, 서,circuit, 나,0.0742,0.0188,0.0226
식당에 소율과 상철가 앉아있었습니다. 상철는 자신이 아끼는 지갑을 챙겨서,546,1,4,6,7,9,16,18,31,32, 상, 소, 상, 상, 소, 소,ablation, 소,0.1147,0.1147,0.0015
도서관에서 영희와 수진가 공부를 하고 있었습니다. 갑자기 수진가 우산을 집어 들고는,227,1,5,7,8,10,22,24,32,33, 수, 영, 수, 수, 영, 영,ablation, 도,0.1582,0.0042,0.0015
공원에 철수와 지우가 앉아있었습니다. 지우는 자신이 아끼는 우산을 챙겨서,517,1,4,7,8,10,17,19,32,33, 지, �, 지, 지, �, �,ablation, �,0.1807,0.1807,0.0043
조용한 식당에서 은지와 지우가 식사를 마쳤습니다. 지우가 가방에서 편지를 꺼내더니,744,1,8,11,12,14,22,24,37,38, 지, �, 지, 지, �, �,ablation, �,0.7344,0.7344,0.0162
식당에서 영호와 서준가 이야기를 나누고 있었습니다. 서준가 사과를 꺼내어,45,1,4,6,7,9,18,20,28,29, 서, 영, 서, 서, 영, 영,ablation, �,0.1826,0.1104,0.0026
카페에 상철과 서윤가 앉아있었습니다. 서윤는 자신이 아끼는 장난감을 챙겨서,538,1,4,6,7,9,16,18,32,33, 서, 상, 서, 서, 상, 상,ablation, �,0.1216,0.0039,0.001
해변에서 은지와 예준가 공부를 하고 있었습니다. 갑자기 예준가 책을 집어 들고는,290,1,4,7,8,10,22,24,31,32, 예, �, 예, 예, �, �,ablation," """,0.1572,0.0,0.0057
학교에서 동현과 정훈가 놀고 있었습니다. 정훈가 예쁜 선물을 발견하고는,602,1,3,5,6,8,16,18,25,26, 정, 동, 정, 정, 동, 동,ablation, 동,0.1128,0.1128,0.0072
카페에서 서준과 지훈가 게임을 했습니다. 벌칙으로 지훈가 공을 건네며,831,1,4,6,7,9,21,23,28,29, 지, 서, 지, 지, 서, 서,ablation, 서,0.0598,0.0598,0.032
카페에서 소율과 예준가 게임을 했습니다. 벌칙으로 예준가 지갑을 건네며,836,1,4,6,7,9,21,23,29,30, 예, 소, 예, 예, 소, 소,ablation, 소,0.0845,0.0845,0.0177
놀이터에서 지호와 예준가 게임을 했습니다. 벌칙으로 예준가 공을 건네며,871,1,5,7,8,10,22,24,29,30, 예, 지, 예, 예, 지, 지,ablation, 지,0.106,0.106,0.0153
도서관에 서윤과 하준가 방문했습니다. 하준는 기념품으로 산 우산을 조심스럽게,927,1,5,7,8,10,14,16,30,31, 하, 서, 하, 하, 서, 서,ablation, 들,0.2148,0.0006,0.0014
영화관에 하준과 서준가 방문했습니다. 서준는 기념품으로 산 열쇠를 조심스럽게,969,1,5,7,8,10,14,16,30,31, 서, 하, 서, 서, 하, 하,ablation, 들,0.1426,0.0023,0.0004
식당에서 철수와 도윤가 게임을 했습니다. 벌칙으로 도윤가 선물을 건네며,842,1,4,7,8,10,22,24,29,30, 도, �, 도, 도, �, �,circuit, �,0.1328,0.1328,0.0315
식당에 예준과 도윤가 앉아있었습니다. 도윤는 자신이 아끼는 연필을 챙겨서,543,1,4,6,7,9,16,18,31,32, 도, 예, 도, 도, 예, 예,circuit, 예,0.1553,0.1553,0.0088
영화관에 지민과 다은가 함께 도착했습니다. 다은는 미리 준비한 책을 내밀며,160,1,5,7,8,10,16,18,27,28, 다, 지, 다, 다, 지, 지,ablation, 지,0.1387,0.1387,0.0114
학교에 윤서와 상철가 방문했습니다. 상철는 기념품으로 산 책을 조심스럽게,900,1,3,6,7,9,13,15,28,29, 상, �, 상, 상, �, �,ablation, 들,0.1709,0.0,0.0005
"어느 화창한 날, 학교에서 서연과 예준가 산책을 했습니다. 예준가 바닥에서 열쇠를 주워서",309,1,14,16,17,19,28,30,39,40, 예, 서, 예, 예, 서, 서,ablation, 열,0.0728,0.0143,0.0603
공원에서 주원과 시우가 놀고 있었습니다. 시우가 예쁜 편지를 발견하고는,614,1,4,6,7,9,17,19,28,29, 시, 주, 시, 시, 주, 주,eval, 주,0.4473,0.4473,0.0047
"어느 화창한 날, 학교에서 주원과 도윤가 산책을 했습니다. 도윤가 바닥에서 열쇠를 주워서",309,1,14,16,17,19,28,30,39,40, 도, 주, 도, 도, 주, 주,eval, 주,0.2891,0.2891,0.0222
"어느 화창한 날, 도서관에서 하은과 서윤가 산책을 했습니다. 서윤가 바닥에서 사과를 주워서",325,1,14,16,17,19,28,30,39,40, 서, 하, 서, 서, 하, 하,ablation, �,0.4297,0.0156,0.0045
도서관에서 민서와 하준가 공부를 하고 있었습니다. 갑자기 하준가 우산을 집어 들고는,227,1,5,8,9,11,23,25,33,34, 하, �, 하, 하, �, �,circuit, �,0.1157,0.1157,0.0019
놀이터에서 다은과 서준가 공부를 하고 있었습니다. 갑자기 서준가 선물을 집어 들고는,272,1,5,7,8,10,22,24,31,32, 서, 다, 서, 서, 다, 다,ablation, �,0.1123,0.0728,0.0081
영화관에서 상철과 지호가 공부를 하고 있었습니다. 갑자기 지호가 장난감을 집어 들고는,268,1,5,7,8,10,22,24,33,34, 지, 상, 지, 지, 상, 상,ablation, 상,0.0903,0.0903,0.0084
도서관에서 지우와 하준가 놀고 있었습니다. 하준가 예쁜 선물을 발견하고는,622,1,5,7,8,10,18,20,27,28, 하, 지, 하, 하, 지, 지,circuit, 지,0.1416,0.1416,0.0109
카페에 시우와 예준가 앉아있었습니다. 예준는 자신이 아끼는 편지를 챙겨서,534,1,4,6,7,9,16,18,32,33, 예, 시, 예, 예, 시, 시,ablation, 시,0.125,0.125,0.0031
병원에서 도윤과 서준가 이야기를 나누고 있었습니다. 서준가 장난감을 꺼내어,58,1,3,5,6,8,17,19,28,29, 서, 도, 서, 서, 도, 도,ablation, 보,0.3066,0.0728,0.005
영화관에서 주원과 도윤가 게임을 했습니다. 벌칙으로 도윤가 열쇠를 건네며,869,1,5,7,8,10,22,24,30,31, 도, 주, 도, 도, 주, 주,ablation, 도,0.1079,0.0615,0.1079
영화관에서 서준과 지훈가 놀고 있었습니다. 지훈가 예쁜 장난감을 발견하고는,668,1,5,7,8,10,18,20,29,30, 지, 서, 지, 지, 서, 서,ablation, 그,0.0544,0.033,0.0107
해변에서 예준과 도윤가 놀고 있었습니다. 도윤가 예쁜 연필을 발견하고는,693,1,4,6,7,9,17,19,27,28, 도, 예, 도, 도, 예, 예,eval, 예,0.1543,0.1543,0.0112
학교에 윤서와 유진가 방문했습니다. 유진는 기념품으로 산 책을 조심스럽게,900,1,3,6,7,9,13,15,28,29, 유, �, 유, 유, �, �,eval, 들,0.1689,0.0,0.0001
식당에 동현과 서현가 방문했습니다. 서현는 기념품으로 산 책을 조심스럽게,940,1,4,6,7,9,13,15,28,29, 서, 동, 서, 서, 동, 동,ablation, 들,0.2656,0.0002,0.0006
백화점에 영희와 지훈가 앉아있었습니다. 지훈는 자신이 아끼는 편지를 챙겨서,584,1,5,7,8,10,17,19,33,34, 지, 영, 지, 지, 영, 영,ablation, 영,0.1602,0.1602,0.0116
해변에서 서윤과 시우가 공부를 하고 있었습니다. 갑자기 시우가 공을 집어 들고는,291,1,4,6,7,9,21,23,30,31, 시, 서, 시, 시, 서, 서,ablation, 해,0.2402,0.0732,0.0077
병원에 하은과 서현가 앉아있었습니다. 서현는 자신이 아끼는 장난감을 챙겨서,558,1,3,5,6,8,15,17,31,32, 서, 하, 서, 서, 하, 하,ablation, �,0.1064,0.0128,0.001
학교에 예준과 지훈가 함께 도착했습니다. 지훈는 미리 준비한 지갑을 내밀며,106,1,3,5,6,8,14,16,26,27, 지, 예, 지, 지, 예, 예,eval, 예,0.2539,0.2539,0.0143
"어느 화창한 날, 놀이터에서 철수와 지훈가 산책을 했습니다. 지훈가 바닥에서 선물을 주워서",372,1,16,19,20,22,31,33,41,42, 지, �, 지, 지, �, �,ablation, �,0.085,0.085,0.0115
카페에 시우와 서준가 앉아있었습니다. 서준는 자신이 아끼는 책을 챙겨서,530,1,4,6,7,9,16,18,30,31, 서, 시, 서, 서, 시, 시,ablation, 들,0.0742,0.0165,0.0027
병원에서 하은과 도윤가 쇼핑을 했습니다. 도윤가 새로 산 연필을 포장해서,453,1,3,5,6,8,18,20,29,30, 도, 하, 도, 도, 하, 하,circuit, 주,0.1475,0.0101,0.0065
식당에 서현과 지안가 방문했습니다. 지안는 기념품으로 산 장난감을 조심스럽게,948,1,4,6,7,9,13,15,30,31, 지, 서, 지, 지, 서, 서,ablation, 들,0.2363,0.0004,0.0161
영화관에 영희와 예준가 앉아있었습니다. 예준는 자신이 아끼는 열쇠를 챙겨서,569,1,5,7,8,10,17,19,32,33, 예, 영, 예, 예, 영, 영,circuit, 가,0.0598,0.0161,0.0063
"어느 화창한 날, 병원에서 영호와 수진가 산책을 했습니다. 수진가 바닥에서 지갑을 주워서",356,1,14,16,17,19,28,30,39,40, 수, 영, 수, 수, 영, 영,ablation, 보,0.0625,0.0552,0.0457
공원에서 예린과 영희가 게임을 했습니다. 벌칙으로 영희가 장난감을 건네며,818,1,4,6,7,9,21,23,30,31, 영, 예, 영, 영, 예, 예,ablation, 예,0.1758,0.1758,0.0537
카페에서 서윤과 지안가 게임을 했습니다. 벌칙으로 지안가 선물을 건네며,832,1,4,6,7,9,21,23,28,29, 지, 서, 지, 지, 서, 서,circuit,",",0.0542,0.0508,0.0349
해변에 하준과 민수가 방문했습니다. 민수는 기념품으로 산 책을 조심스럽게,990,1,4,6,13,16,13,16,29,30, �, 하, �, �, 하, 하,circuit, 들,0.2832,0.0022,0.0
식당에서 정훈과 지민가 놀고 있었습니다. 지민가 예쁜 우산을 발견하고는,647,1,4,6,7,9,17,19,27,28, 지, 정, 지, 지, 정, 정,eval, 우,0.0757,0.0149,0.0405
백화점에서 상철과 도윤가 쇼핑을 했습니다. 도윤가 새로 산 선물을 포장해서,482,1,5,7,8,10,20,22,30,31, 도, 상, 도, 도, 상, 상,circuit, �,0.0981,0.0117,0.0091
학교에 서연과 예준가 방문했습니다. 예준는 기념품으로 산 책을 조심스럽게,900,1,3,5,6,8,12,14,27,28, 예, 서, 예, 예, 서, 서,circuit, 들,0.1689,0.0015,0.0017
공원에서 영희와 지우가 게임을 했습니다. 벌칙으로 지우가 책을 건네며,810,1,4,6,7,9,21,23,28,29, 지, 영, 지, 지, 영, 영,circuit, 영,0.1689,0.1689,0.0311
조용한 식당에서 지민과 다은가 식사를 마쳤습니다. 다은가 가방에서 편지를 꺼내더니,744,1,8,10,11,13,21,23,36,37, 다, 지, 다, 다, 지, 지,ablation, 지,0.1079,0.1079,0.0291
백화점에 하준과 서준가 함께 도착했습니다. 서준는 미리 준비한 공을 내밀며,181,1,5,7,8,10,16,18,27,28, 서, 하, 서, 서, 하, 하,ablation," """,0.1768,0.1465,0.0288
"어느 화창한 날, 학교에서 지민과 서준가 산책을 했습니다. 서준가 바닥에서 우산을 주워서",307,1,14,16,17,19,28,30,39,40, 서, 지, 서, 서, 지, 지,ablation, 지,0.0942,0.0942,0.0135
카페에 서준과 지훈가 방문했습니다. 지훈는 기념품으로 산 우산을 조심스럽게,937,1,4,6,7,9,13,15,29,30, 지, 서, 지, 지, 서, 서,ablation, 들,0.2461,0.0007,0.0131
학교에서 시우와 지훈가 놀고 있었습니다. 지훈가 예쁜 편지를 발견하고는,604,1,3,5,6,8,16,18,27,28, 지, 시, 지, 지, 시, 시,ablation, 시,0.0874,0.0874,0.0267
카페에서 수진과 지민가 쇼핑을 했습니다. 지민가 새로 산 사과를 포장해서,435,1,4,6,7,9,19,21,30,31, 지, 수, 지, 지, 수, 수,eval, 주,0.1074,0.0128,0.0113
조용한 병원에서 민서와 서윤가 식사를 마쳤습니다. 서윤가 가방에서 열쇠를 꺼내더니,759,1,8,11,12,14,22,24,36,37, 서, �, 서, 서, �, �,ablation,",",0.0752,0.0,0.0244
영화관에 주원과 도윤가 함께 도착했습니다. 도윤는 미리 준비한 장난감을 내밀며,168,1,5,7,8,10,16,18,29,30, 도, 주, 도, 도, 주, 주,eval, 주,0.3477,0.3477,0.0469
백화점에서 하은과 도윤가 공부를 하고 있었습니다. 갑자기 도윤가 장난감을 집어 들고는,288,1,5,7,8,10,22,24,33,34, 도, 하, 도, 도, 하, 하,ablation, �,0.1289,0.0393,0.0238
식당에서 지우와 시우가 공부를 하고 있었습니다. 갑자기 시우가 선물을 집어 들고는,242,1,4,6,7,9,21,23,30,31, 시, 지, 시, 시, 지, 지,circuit, 지,0.2773,0.2773,0.0121
놀이터에서 지호와 시우가 쇼핑을 했습니다. 시우가 새로 산 우산을 포장해서,477,1,5,7,8,10,20,22,31,32, 시, 지, 시, 시, 지, 지,ablation, 집,0.1484,0.1021,0.0014
놀이터에서 하준과 시우가 쇼핑을 했습니다. 시우가 새로 산 편지를 포장해서,474,1,5,7,8,10,20,22,32,33, 시, 하, 시, 시, 하, 하,ablation, 보내,0.1475,0.0957,0.0024
조용한 해변에서 지안과 시우가 식사를 마쳤습니다. 시우가 가방에서 책을 꺼내더니,790,1,7,9,10,12,20,22,33,34, 시, 지, 시, 시, 지, 지,ablation, 조,0.1914,0.0376,0.0122
도서관에서 지민과 예준가 쇼핑을 했습니다. 예준가 새로 산 선물을 포장해서,422,1,5,7,8,10,20,22,30,31, 예, 지, 예, 예, 지, 지,ablation, 주,0.124,0.1167,0.0048
도서관에서 도윤과 지훈가 쇼핑을 했습니다. 지훈가 새로 산 공을 포장해서,421,1,5,7,8,10,20,22,30,31, 지, 도, 지, 지, 도, 도,ablation, 주,0.0923,0.03,0.0098
식당에 주원과 예준가 방문했습니다. 예준는 기념품으로 산 열쇠를 조심스럽게,949,1,4,6,7,9,13,15,29,30, 예, 주, 예, 예, 주, 주,ablation, 들,0.1582,0.0079,0.0015
놀이터에서 서연과 지안가 이야기를 나누고 있었습니다. 지안가 장난감을 꺼내어,78,1,5,7,8,10,19,21,30,31, 지, 서, 지, 지, 서, 서,ablation, 보,0.1416,0.063,0.0116
"어느 화창한 날, 공원에서 영호와 주원가 산책을 했습니다. 주원가 바닥에서 장난감을 주워서",318,1,13,15,16,18,27,29,39,40, 주, 영, 주, 주, 영, 영,ablation, 주,0.1206,0.0732,0.1206
학교에서 영호와 도윤가 놀고 있었습니다. 도윤가 예쁜 장난감을 발견하고는,608,1,3,5,6,8,16,18,27,28, 도, 영, 도, 도, 영, 영,ablation, 영,0.1016,0.1016,0.0273
백화점에 시우와 예준가 함께 도착했습니다. 예준는 미리 준비한 사과를 내밀며,185,1,5,7,8,10,16,18,28,29, 예, 시, 예, 예, 시, 시,ablation, 시,0.2002,0.2002,0.0068
조용한 학교에서 주원과 서준가 식사를 마쳤습니다. 서준가 가방에서 공을 꺼내더니,701,1,8,10,11,13,21,23,34,35, 서, 주, 서, 서, 주, 주,ablation, 주,0.2021,0.2021,0.0156
카페에 시우와 예준가 함께 도착했습니다. 예준는 미리 준비한 공을 내밀며,131,1,4,6,7,9,15,17,26,27, 예, 시, 예, 예, 시, 시,ablation, 시,0.1895,0.1895,0.0188
식당에 시우와 도윤가 앉아있었습니다. 도윤는 자신이 아끼는 장난감을 챙겨서,548,1,4,6,7,9,16,18,32,33, 도, 시, 도, 도, 시, 시,ablation, �,0.0889,0.042,0.005
놀이터에 하은과 서준가 방문했습니다. 서준는 기념품으로 산 열쇠를 조심스럽게,979,1,5,7,8,10,14,16,30,31, 서, 하, 서, 서, 하, 하,ablation, 들,0.1147,0.0012,0.0002
해변에 하린과 주원가 함께 도착했습니다. 주원는 미리 준비한 사과를 내밀며,195,1,4,6,7,9,15,17,27,28, 주, 하, 주, 주, 하, 하,ablation," """,0.0869,0.0527,0.0086
"어느 화창한 날, 카페에서 도윤과 지훈가 산책을 했습니다. 지훈가 바닥에서 사과를 주워서",335,1,14,16,17,19,28,30,39,40, 지, 도, 지, 지, 도, 도,ablation, �,0.3105,0.0089,0.0073
카페에서 영호와 하은가 이야기를 나누고 있었습니다. 하은가 책을 꺼내어,30,1,4,6,7,9,18,20,27,28, 하, 영, 하, 하, 영, 영,ablation, �,0.1982,0.0442,0.0049
병원에서 예준과 도윤가 놀고 있었습니다. 도윤가 예쁜 편지를 발견하고는,654,1,3,5,6,8,16,18,27,28, 도, 예, 도, 도, 예, 예,circuit, 예,0.1348,0.1348,0.0265
공원에서 철수와 주원가 게임을 했습니다. 벌칙으로 주원가 편지를 건네며,814,1,4,7,8,10,22,24,31,32, 주, �, 주, 주, �, �,ablation, �,0.0796,0.0796,0.0259
영화관에서 민지와 예준가 놀고 있었습니다. 예준가 예쁜 선물을 발견하고는,662,1,5,8,9,11,19,21,28,29, 예, �, 예, 예, �, �,ablation, �,0.1289,0.1289,0.0093
"어느 화창한 날, 영화관에서 다은과 서윤가 산책을 했습니다. 서윤가 바닥에서 열쇠를 주워서",369,1,13,15,16,18,27,29,38,39, 서, 다, 서, 서, 다, 다,ablation, 열,0.0723,0.0283,0.0194
카페에 하준과 예준가 앉아있었습니다. 예준는 자신이 아끼는 장난감을 챙겨서,538,1,4,6,7,9,16,18,32,33, 예, 하, 예, 예, 하, 하,eval, �,0.0923,0.0063,0.0036
식당에 동현과 상철가 앉아있었습니다. 상철는 자신이 아끼는 지갑을 챙겨서,546,1,4,6,7,9,16,18,31,32, 상, 동, 상, 상, 동, 동,ablation, 나,0.0635,0.0071,0.0015
