prompt,prompt_id,prefix,IO,and,S1,S1+1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
Los amigos Jennifer y Samantha encontraron un balón en a la tienda. Alicia se lo dio a,899,1,3,4,5,6,7,17,18,21,22, Ana, Daniel, Ana, Ana, Daniel, Daniel,ablation, Jennifer,0.2891,0.0003,0.0003
"Entonces, Shannon y Gloria tuvieron una larga discusión, y después Julia le dijo a",279,1,4,5,6,7,8,19,20,22,23, Rosa, Rafael, Rosa, Rosa, Rafael, Rafael,ablation, su,0.2383,0.0001,0.0002
"Después de que Sara y Kristen fueran a la tienda, Ricardo le dio un hueso a",322,1,5,6,7,8,9,15,16,21,22, Oscar, Paula, Oscar, Oscar, Paula, Paula,ablation, su,0.4062,0.0002,0.0005
"Entonces, Erica y Erin fueron a la tienda. Ricardo le dio un collar a",5,1,4,5,6,7,8,13,14,18,19, Alan, Roberto, Alan, Alan, Roberto, Roberto,circuit, Erica,0.4512,0.0001,0.0001
Los amigos José y Dustin encontraron un anillo en a la estación. Ivan se lo dio a,952,1,3,4,5,6,7,17,18,21,22, María, Rafael, María, María, Rafael, Rafael,circuit, su,0.2539,0.0007,0.0025
"Entonces, Melissa y Roberto se divirtieron mucho en al restaurante. Marcos le dio un beso a",81,1,4,5,6,7,8,17,18,23,24, Lola, Kelly, Lola, Lola, Kelly, Kelly,ablation, Melissa,0.293,0.0003,0.0001
"Mientras Justin y Mario iban al restaurante, Jesse le dio un beso a",593,1,3,4,5,6,7,12,13,18,19, Ana, Alan, Ana, Ana, Alan, Alan,ablation, Justin,0.2656,0.0006,0.0009
"Mientras Ricardo y Kevin trabajaban en a la escuela, Lucas le dio un hueso a",538,1,3,4,5,6,7,14,15,20,21, Alan, Eric, Alan, Alan, Eric, Eric,ablation, Ricardo,0.1885,0.0003,0.0002
"Entonces, Marcos y Vanessa tuvieron una larga discusión, y después Ricardo le dijo a",317,1,4,5,6,7,8,19,20,22,23, Laura, Bruno, Laura, Laura, Bruno, Bruno,circuit, Marcos,0.4492,0.0002,0.0014
"Entonces, Victor y Kevin se divirtieron mucho en a la oficina. Julia le dio un bocadillo a",111,1,4,5,6,7,8,18,19,26,27, Laura, Kenneth, Laura, Laura, Kenneth, Kenneth,ablation, Victor,0.2324,0.0003,0.0008
"Después de que Lucas y Marcos fueran al jardín, Nicole le dio un hueso a",330,1,5,6,7,8,9,15,16,21,22, Sara, Bryan, Sara, Sara, Bryan, Bryan,eval, Lucas,0.4922,0.0,0.0002
"Cuando Luis y Shannon consiguieron un ordenador en a la casa, Julia decidió dar el objeto a",500,1,3,4,5,6,7,17,18,24,25, Sergio, Bradley, Sergio, Sergio, Bradley, Bradley,ablation, su,0.2637,0.0001,0.0002
"Cuando Michelle y Sara consiguieron un bocadillo en a la estación, Cristina decidió dárselo a",447,1,3,4,5,6,7,20,21,27,28, Lola, María, Lola, Lola, María, María,ablation, su,0.2715,0.0008,0.0001
Los amigos Lisa y Sean encontraron un balón en a la tienda. Ivan se lo dio a,899,1,3,4,5,6,7,17,18,21,22, Laura, Felix, Laura, Laura, Felix, Felix,ablation, Lisa,0.248,0.0001,0.0035
"Entonces, Pedro y Travis se divirtieron mucho en a la estación. Alicia le dio un ordenador a",124,1,4,5,6,7,8,18,19,24,25, Ana, Andrea, Ana, Ana, Andrea, Andrea,ablation, Pedro,0.3926,0.0001,0.0002
"Cuando Erin y Sara consiguieron un collar en al restaurante, Luis decidió dar el objeto a",469,1,3,4,5,6,7,16,17,23,24, Oscar, Diana, Oscar, Oscar, Diana, Diana,ablation, su,0.3555,0.0004,0.0001
"Entonces, Cody y Kevin estaban trabajando en a la tienda. Hugo decidió darle un balón a",131,1,4,5,6,7,8,17,18,26,27, Ana, Gabriel, Ana, Ana, Gabriel, Gabriel,ablation, Cody,0.418,0.0001,0.0002
"Entonces, Leo y Lindsay estaban pensando en ir al jardín. Courtney quería darle un anillo a",200,1,4,5,6,7,8,18,19,26,27, Diana, Sara, Diana, Diana, Sara, Sara,ablation, Leo,0.2617,0.0004,0.0003
Los amigos Lucas y Brian encontraron un refresco en a la tienda. Ivan se lo dio a,902,1,3,4,5,6,7,17,18,21,22, Jesse, Erica, Jesse, Jesse, Erica, Erica,ablation, Lucas,0.3867,0.0001,0.0001
"Más tarde, Clara y Miguel fueron al hospital. Luis le dio un beso a",737,1,5,6,7,8,9,12,13,18,19, Jeffrey, Jaime, Jeffrey, Jeffrey, Jaime, Jaime,ablation, Clara,0.3711,0.0001,0.0
a la casa al que fueron Eva y Manuel tenía un refresco. Marcos se lo dio a,886,1,7,8,9,10,11,15,16,19,20, Antonio, Roberto, Antonio, Antonio, Roberto, Roberto,ablation, Eva,0.3516,0.0003,0.0006
"Más tarde, Lindsay y Michelle fueron al jardín. Erica le dio un collar a",717,1,5,6,7,8,9,14,15,19,20, Cody, Kristen, Cody, Cody, Kristen, Kristen,ablation, Lindsay,0.3789,0.0001,0.0
"Entonces, Lisa y Vanessa se divirtieron mucho en a la estación. Hector le dio un hueso a",122,1,4,5,6,7,8,18,19,24,25, Martin, Alison, Martin, Martin, Alison, Alison,ablation, su,0.1709,0.0,0.0001
"Entonces, Max y Jennifer estaban trabajando en al jardín. Ivan decidió darle un beso a",137,1,4,5,6,7,8,17,18,26,27, Elena, Lindsay, Elena, Elena, Lindsay, Lindsay,eval, Jennifer,0.5977,0.0,0.0005
"Después de que Sara y Travis fueran a la tienda, Jesse le dio un anillo a",320,1,5,6,7,8,9,15,16,21,22, Lola, Victor, Lola, Lola, Victor, Victor,ablation, Sara,0.5469,0.0001,0.0
al restaurante al que fueron Justin y Sara tenía un hueso. Ivan se lo dio a,850,1,7,8,9,10,11,15,16,19,20, Diego, Mario, Diego, Diego, Mario, Mario,ablation, Justin,0.2539,0.0001,0.0001
"Más tarde, Bruno y Kenneth fueron a la estación. Luis le dio un ordenador a",764,1,5,6,7,8,9,14,15,20,21, Sergio, Laura, Sergio, Sergio, Laura, Laura,ablation, Bruno,0.4102,0.0006,0.0011
"Después del almuerzo, Kristen y Daniel fueron al jardín. Sean le dio un hueso a",650,1,8,9,10,11,12,17,18,23,24, Carmen, Gloria, Carmen, Carmen, Gloria, Gloria,ablation, su,0.2812,0.0,0.0001
"Después de que Eva y Erin fueran a la tienda, Leo le dio un bocadillo a",327,1,5,6,7,8,9,15,16,23,24, Andrea, Alison, Andrea, Andrea, Alison, Alison,ablation, su,0.21,0.0002,0.0006
"Entonces, Sean y Cody estaban pensando en ir al hospital. David quería darle un refresco a",230,1,4,5,6,7,8,16,17,24,25, Rafael, José, Rafael, Rafael, José, José,ablation, su,0.2305,0.0001,0.0
"Entonces, Jesse y Justin estaban pensando en ir a la tienda. Ivan quería darle un hueso a",194,1,4,5,6,7,8,18,19,26,27, Ana, Gabriel, Ana, Ana, Gabriel, Gabriel,ablation, su,0.4961,0.0001,0.0001
"Cuando Alejandro y Antonio consiguieron un bocadillo en al jardín, Julia decidió dárselo a",399,1,3,4,5,6,7,20,21,27,28, María, Dustin, María, María, Dustin, Dustin,ablation, su,0.291,0.0,0.0088
al hospital al que fueron Brian y Travis tenía un beso. Ivan se lo dio a,865,1,6,7,8,9,10,14,15,18,19, Eric, Amanda, Eric, Eric, Amanda, Amanda,ablation, Brian,0.2363,0.0007,0.0008
"Entonces, Jennifer y Jesse estaban pensando en ir a la escuela. Max quería darle un beso a",217,1,4,5,6,7,8,18,19,26,27, Martin, Alejandro, Martin, Martin, Alejandro, Alejandro,eval, Jennifer,0.3809,0.0001,0.0001
"Entonces, Erica y Jonathan estaban pensando en ir a la casa. Hector quería darle un collar a",245,1,4,5,6,7,8,17,18,24,25, Laura, Martin, Laura, Laura, Martin, Martin,eval, Erica,0.25,0.0001,0.0015
Los amigos Clara y Kristen encontraron un ordenador en a la estación. Tiffany se lo dio a,956,1,3,4,5,6,7,17,18,21,22, Alan, Alejandro, Alan, Alan, Alejandro, Alejandro,circuit, su,0.3691,0.0006,0.0006
"Después del almuerzo, Roberto y Carmen fueron a la estación. Erin le dio un collar a",701,1,8,9,10,11,12,17,18,22,23, María, Carlos, María, María, Carlos, Carlos,ablation, Roberto,0.2988,0.002,0.0007
"Cuando Justin y Daniel consiguieron un collar en a la estación, Alicia decidió dárselo a",445,1,3,4,5,6,7,17,18,24,25, Sergio, Eric, Sergio, Sergio, Eric, Eric,ablation, su,0.3086,0.0007,0.0003
"Cuando Victor y José consiguieron un anillo en a la casa, Jennifer decidió dar el objeto a",496,1,3,4,5,6,7,17,18,24,25, Alan, Kelly, Alan, Alan, Kelly, Kelly,ablation, su,0.3613,0.0001,0.0004
"Entonces, Juan y Andrea estaban pensando en ir al restaurante. Justin quería darle un hueso a",210,1,4,5,6,7,8,17,18,25,26, Oscar, Rafael, Oscar, Oscar, Rafael, Rafael,ablation, su,0.4766,0.0001,0.001
"Mientras Sean y Isabel trabajaban en al hospital, Brian le dio un beso a",545,1,3,4,5,6,7,12,13,18,19, Antonio, Daniel, Antonio, Antonio, Daniel, Daniel,ablation, Isabel,0.1387,0.0006,0.0001
"Entonces, Cody y José tuvieron una larga discusión. Después Leo le dijo a",785,1,4,5,6,7,8,18,19,21,22, Ana, Oscar, Ana, Ana, Oscar, Oscar,ablation, Cody,0.5352,0.0006,0.0007
"Cuando Max y Brian consiguieron un balón en a la tienda, Cristina decidió dárselo a",387,1,3,4,5,6,7,18,19,25,26, Bradley, Manuel, Bradley, Bradley, Manuel, Manuel,ablation, su,0.2676,0.0003,0.0001
"Entonces, Marcos y Sean fueron a la oficina. Hector le dio un bocadillo a",47,1,4,5,6,7,8,13,14,21,22, Daniel, Jonathan, Daniel, Daniel, Jonathan, Jonathan,ablation, Marcos,0.4922,0.0002,0.0002
"Entonces, Julia y Tiffany estaban pensando en ir a la estación. David quería darle un ordenador a",252,1,4,5,6,7,8,18,19,26,27, Kenneth, Kimberly, Kenneth, Kenneth, Kimberly, Kimberly,ablation, su,0.3184,0.0001,0.0001
"Mientras Lucas y Jennifer iban a la tienda, Hector le dio un bocadillo a",583,1,3,4,5,6,7,13,14,21,22, Victor, Sara, Victor, Victor, Sara, Sara,ablation, su,0.1895,0.0022,0.0006
"Más tarde, Jorge y Carlos fueron a la estación. Julia le dio un anillo a",760,1,5,6,7,8,9,14,15,20,21, Rosa, Kelly, Rosa, Rosa, Kelly, Kelly,ablation, Jorge,0.5898,0.0,0.0002
"Entonces, Bruno y Elena tuvieron una larga discusión. Después Bradley le dijo a",814,1,4,5,6,7,8,18,19,21,22, Martin, Kenneth, Martin, Martin, Kenneth, Kenneth,ablation, Bruno,0.4453,0.0001,0.0002
"Entonces, Bryan y Kimberly estaban pensando en ir a la escuela. Brian quería darle un ordenador a",220,1,4,5,6,7,8,18,19,26,27, María, Jorge, María, María, Jorge, Jorge,ablation, su,0.5039,0.0,0.0001
"Entonces, Justin y Kimberly fueron a la escuela. Joel le dio un anillo a",24,1,4,5,6,7,8,13,14,19,20, Ana, Jorge, Ana, Ana, Jorge, Jorge,ablation, su,0.167,0.0002,0.0005
"Mientras Sara y Bruno iban al hospital, Melissa le dio un balón a",611,1,3,4,5,6,7,11,12,17,18, Antonio, Elena, Antonio, Antonio, Elena, Elena,ablation, su,0.1235,0.0007,0.0035
"Cuando Felix y Hugo consiguieron un balón en al hospital, Mario decidió dárselo a",419,1,3,4,5,6,7,16,17,23,24, Kenneth, Alejandro, Kenneth, Kenneth, Alejandro, Alejandro,ablation, su,0.1523,0.0008,0.0
"Mientras Ricardo y Kimberly trabajaban en al restaurante, David le dio un beso a",529,1,3,4,5,6,7,13,14,19,20, Oscar, Bruno, Oscar, Oscar, Bruno, Bruno,ablation, Kimberly,0.252,0.0001,0.0001
"Cuando Erin y Amanda consiguieron un anillo en al jardín, Cristina decidió dárselo a",392,1,3,4,5,6,7,18,19,25,26, Kenneth, Cody, Kenneth, Kenneth, Cody, Cody,ablation, su,0.3125,0.0001,0.0
Los amigos Vanessa y Clara encontraron un balón en a la estación. Max se lo dio a,955,1,3,4,5,6,7,17,18,21,22, Antonio, Carmen, Antonio, Antonio, Carmen, Carmen,ablation, ellos,0.167,0.0003,0.001
Los amigos Sean y Jonathan encontraron un refresco en a la tienda. Julia se lo dio a,902,1,3,4,5,6,7,17,18,21,22, Paula, Antonio, Paula, Paula, Antonio, Antonio,ablation, su,0.1689,0.0007,0.0002
"Entonces, Miguel y Diana tuvieron una larga discusión, y después Lisa le dijo a",269,1,4,5,6,7,8,19,20,22,23, Kelly, Daniel, Kelly, Kelly, Daniel, Daniel,ablation, Miguel,0.2031,0.0012,0.0001
"Entonces, Eva y Erin estaban trabajando en al jardín. Ricardo decidió darle un collar a",141,1,4,5,6,7,8,17,18,25,26, Alan, Rafael, Alan, Alan, Rafael, Rafael,ablation, su,0.4062,0.0001,0.0001
Los amigos Melissa y Megan encontraron un hueso en a la oficina. Nicole se lo dio a,938,1,3,4,5,6,7,17,18,21,22, Rosa, Carlos, Rosa, Rosa, Carlos, Carlos,ablation, su,0.3691,0.0006,0.0001
"Entonces, Max y Lindsay se divirtieron mucho en al jardín. Joel le dio un beso a",73,1,4,5,6,7,8,18,19,24,25, Laura, Kevin, Laura, Laura, Kevin, Kevin,circuit, Max,0.332,0.0001,0.0016
Los amigos Alison y Hugo encontraron un balón en a la escuela. David se lo dio a,923,1,3,4,5,6,7,17,18,21,22, Alan, Eric, Alan, Alan, Eric, Eric,ablation, Alison,0.252,0.0007,0.0025
"Entonces, Ricardo y Megan fueron a la tienda. Lisa le dio un collar a",5,1,4,5,6,7,8,13,14,18,19, Carmen, Samantha, Carmen, Carmen, Samantha, Samantha,circuit, Megan,0.498,0.0002,0.0001
"Entonces, Jesse y Samantha tuvieron una larga discusión. Después Brian le dijo a",816,1,4,5,6,7,8,18,19,21,22, Carlos, Daniel, Carlos, Carlos, Daniel, Daniel,ablation, Jesse,0.5664,0.0007,0.0004
"Entonces, Pedro y Vanessa fueron a la casa. Hector le dio un balón a",51,1,4,5,6,7,8,12,13,18,19, Bruno, Juan, Bruno, Bruno, Juan, Juan,ablation, Pedro,0.7656,0.0015,0.0001
"Después de que Julia y Pablo fueran a la escuela, Joel le dio un balón a",347,1,5,6,7,8,9,15,16,21,22, Miguel, Kristen, Miguel, Miguel, Kristen, Kristen,ablation, Julia,0.498,0.0,0.0012
"Entonces, Shannon y Kimberly estaban trabajando en a la escuela. Max decidió darle un anillo a",152,1,4,5,6,7,8,17,18,26,27, Jeffrey, Diana, Jeffrey, Jeffrey, Diana, Diana,ablation, Shannon,0.4336,0.0002,0.0001
"Mientras Michelle y Samuel iban al hospital, Ricardo le dio un beso a",609,1,3,4,5,6,7,11,12,17,18, Martin, Kenneth, Martin, Martin, Kenneth, Kenneth,ablation, su,0.1133,0.0001,0.0003
"Entonces, Luis y Jesse se divirtieron mucho en a la casa. Nicole le dio un bocadillo a",119,1,4,5,6,7,8,17,18,25,26, Andrea, Kimberly, Andrea, Andrea, Kimberly, Kimberly,ablation, Luis,0.4316,0.0,0.0002
"Mientras Luis y Lindsay trabajaban en a la oficina, Alicia le dio un refresco a",558,1,3,4,5,6,7,14,15,20,21, Rosa, Amanda, Rosa, Rosa, Amanda, Amanda,ablation, Luis,0.6016,0.0008,0.0001
a la estación al que fueron Ricardo y Alison tenía un collar. Hector se lo dio a,893,1,8,9,10,11,12,15,16,19,20, Victor, Mario, Victor, Victor, Mario, Mario,ablation, Alison,0.3496,0.0001,0.0006
Los amigos Luis y Elena encontraron un collar en a la oficina. Leo se lo dio a,941,1,3,4,5,6,7,16,17,20,21, Sergio, Kenneth, Sergio, Sergio, Kenneth, Kenneth,ablation, su,0.2676,0.0,0.0028
"Entonces, Luis y Carmen tuvieron una larga discusión. Después Hector le dijo a",782,1,4,5,6,7,8,18,19,21,22, Lola, Gabriel, Lola, Lola, Gabriel, Gabriel,ablation, su,0.1904,0.0008,0.0003
"Cuando Kristen y Kimberly consiguieron un bocadillo en a la estación, Eva decidió dar el objeto a",511,1,3,4,5,6,7,20,21,27,28, Kelly, Rafael, Kelly, Kelly, Rafael, Rafael,ablation, su,0.1367,0.0001,0.0002
"Entonces, Juan y Miguel fueron a la casa. Brian le dio un collar a",53,1,4,5,6,7,8,12,13,17,18, Martin, Diego, Martin, Martin, Diego, Diego,ablation, Juan,0.5586,0.0005,0.0001
"Mientras Brian y Roberto trabajaban en al jardín, Cristina le dio un collar a",525,1,3,4,5,6,7,14,15,19,20, Sergio, Jaime, Sergio, Sergio, Jaime, Jaime,ablation, su,0.2178,0.0001,0.0009
al jardín al que fueron Jennifer y Elena tenía un ordenador. Joel se lo dio a,844,1,8,9,10,11,12,16,17,20,21, María, Dustin, María, María, Dustin, Dustin,ablation, Jennifer,0.2773,0.0001,0.0016
"Más tarde, Samantha y Amanda fueron a la oficina. Pedro le dio un refresco a",750,1,5,6,7,8,9,14,15,20,21, Gabriel, Victor, Gabriel, Gabriel, Victor, Victor,ablation, Samantha,0.4941,0.0,0.0
"Entonces, Lindsay y Kimberly estaban trabajando en a la oficina. Eva decidió darle un anillo a",168,1,4,5,6,7,8,17,18,26,27, Samuel, Alejandro, Samuel, Samuel, Alejandro, Alejandro,circuit, su,0.2432,0.0001,0.0015
Los amigos Erin y Lindsay encontraron un hueso en a la estación. Melissa se lo dio a,954,1,3,4,5,6,7,17,18,21,22, Kenneth, Sara, Kenneth, Kenneth, Sara, Sara,ablation, su,0.3281,0.0005,0.0001
"Entonces, Bryan y Roberto tuvieron una larga discusión, y después Luis le dijo a",291,1,4,5,6,7,8,19,20,22,23, Andrea, Daniel, Andrea, Andrea, Daniel, Daniel,eval, Roberto,0.3223,0.0023,0.0004
"Cuando Brian y Alison consiguieron un hueso en al jardín, Ivan decidió dar el objeto a",458,1,3,4,5,6,7,18,19,25,26, Oscar, Jorge, Oscar, Oscar, Jorge, Jorge,ablation, su,0.2695,0.0003,0.0003
"Más tarde, Shannon y Clara fueron a la tienda. Pedro le dio un hueso a",706,1,5,6,7,8,9,14,15,20,21, Alan, Victor, Alan, Alan, Victor, Victor,ablation, Clara,0.2949,0.0001,0.0001
"Entonces, Max y Eva se divirtieron mucho en a la casa. David le dio un hueso a",114,1,4,5,6,7,8,17,18,23,24, Clara, Jonathan, Clara, Clara, Jonathan, Jonathan,ablation, Max,0.459,0.0,0.0003
Los amigos Lisa y Ricardo encontraron un collar en a la estación. Alicia se lo dio a,957,1,3,4,5,6,7,16,17,20,21, Daniel, Tiffany, Daniel, Daniel, Tiffany, Tiffany,ablation, su,0.291,0.0001,0.0007
"Cuando Bradley y Felix consiguieron un beso en al hospital, Luis decidió dárselo a",417,1,3,4,5,6,7,16,17,23,24, Victor, Daniel, Victor, Victor, Daniel, Daniel,ablation, su,0.104,0.0019,0.0004
Los amigos Tiffany y Lindsay encontraron un collar en al hospital. Alicia se lo dio a,933,1,3,4,5,6,7,14,15,18,19, Carlos, Bruno, Carlos, Carlos, Bruno, Bruno,ablation, su,0.3105,0.0,0.0004
"Después de que Brian y Travis fueran al hospital, Nicole le dio un balón a",355,1,5,6,7,8,9,13,14,19,20, Roberto, Isabel, Roberto, Roberto, Isabel, Isabel,ablation, su,0.1904,0.0002,0.0001
"Entonces, Amanda y Andrea estaban trabajando en a la escuela. Max decidió darle un anillo a",152,1,4,5,6,7,8,17,18,26,27, Carmen, José, Carmen, Carmen, José, José,ablation, Amanda,0.4219,0.0001,0.0001
"Después de que Jennifer y Bruno fueran a la escuela, Lucas le dio un collar a",349,1,5,6,7,8,9,15,16,20,21, Elena, Alejandro, Elena, Elena, Alejandro, Alejandro,ablation, Jennifer,0.3887,0.0002,0.0008
"Después del almuerzo, Isabel y Antonio fueron a la casa. Hector le dio un balón a",691,1,8,9,10,11,12,16,17,22,23, María, Carlos, María, María, Carlos, Carlos,eval, Isabel,0.5078,0.0021,0.0021
"Entonces, Alison y Travis fueron a la tienda. Leo le dio un anillo a",0,1,4,5,6,7,8,13,14,19,20, Jeffrey, Hugo, Jeffrey, Jeffrey, Hugo, Hugo,ablation, Alison,0.4219,0.0001,0.0001
"Mientras Gloria y Samuel iban a la estación, Diego le dio un collar a",637,1,3,4,5,6,7,13,14,18,19, Oscar, Martin, Oscar, Oscar, Martin, Martin,eval, su,0.1152,0.0002,0.0003
"Entonces, Antonio y Eric tuvieron una larga discusión. Después Leo le dijo a",814,1,4,5,6,7,8,18,19,21,22, Martin, Kelly, Martin, Martin, Kelly, Kelly,ablation, Antonio,0.3223,0.0001,0.0006
al jardín al que fueron Erin y Bruno tenía un ordenador. Lucas se lo dio a,844,1,8,9,10,11,12,16,17,20,21, Paula, Elena, Paula, Paula, Elena, Elena,ablation, Erin,0.1846,0.0007,0.0005
"Entonces, Megan y Roberto tuvieron una larga discusión. Después Nicole le dijo a",829,1,4,5,6,7,8,18,19,21,22, Carmen, Elena, Carmen, Carmen, Elena, Elena,ablation, Megan,0.5742,0.0003,0.0002
"Más tarde, Jesse y Justin fueron a la oficina. Luis le dio un beso a",745,1,5,6,7,8,9,14,15,20,21, Daniel, Pablo, Daniel, Daniel, Pablo, Pablo,ablation, Justin,0.4336,0.0001,0.0005
"Entonces, Cristina y Michelle fueron al hospital. Ivan le dio un collar a",37,1,4,5,6,7,8,11,12,16,17, Victor, Kimberly, Victor, Victor, Kimberly, Kimberly,ablation, Cristina,0.3711,0.0,0.0001
"Cuando Jesse y Juan consiguieron un refresco en a la oficina, Max decidió dar el objeto a",494,1,3,4,5,6,7,18,19,25,26, Dustin, Isabel, Dustin, Dustin, Isabel, Isabel,ablation, su,0.105,0.0003,0.0001
"Después del almuerzo, Mario y Miguel fueron a la casa. Julia le dio un bocadillo a",695,1,8,9,10,11,12,16,17,24,25, Carlos, Kenneth, Carlos, Carlos, Kenneth, Kenneth,ablation, Mario,0.4922,0.0,0.0027
"Cuando Sara y Jorge consiguieron un balón en al restaurante, Pedro decidió dárselo a",403,1,3,4,5,6,7,17,18,24,25, Andrea, Gloria, Andrea, Andrea, Gloria, Gloria,ablation, su,0.1973,0.0001,0.0006
"Entonces, Lindsay y Michelle fueron a la casa. Max le dio un collar a",53,1,4,5,6,7,8,12,13,17,18, Rafael, Miguel, Rafael, Rafael, Miguel, Miguel,circuit, Lindsay,0.4062,0.0002,0.0
"Cuando Vanessa y Kenneth consiguieron un refresco en a la oficina, Ivan decidió dar el objeto a",494,1,3,4,5,6,7,18,19,25,26, Eric, Dustin, Eric, Eric, Dustin, Dustin,ablation, su,0.0903,0.0001,0.001
"Entonces, Clara y Roberto fueron a la tienda. Brian le dio un balón a",3,1,4,5,6,7,8,13,14,19,20, Antonio, Andrea, Antonio, Antonio, Andrea, Andrea,ablation, Clara,0.3125,0.0003,0.0003
"Cuando David y Eva consiguieron un refresco en al restaurante, Joel decidió dárselo a",406,1,3,4,5,6,7,17,18,24,25, José, Andrea, José, José, Andrea, Andrea,eval, su,0.2695,0.0007,0.0003
"Después del almuerzo, David y Lisa fueron a la escuela. Hector le dio un anillo a",664,1,8,9,10,11,12,17,18,23,24, Gloria, Jennifer, Gloria, Gloria, Jennifer, Jennifer,ablation, David,0.4453,0.0011,0.0001
"Entonces, Miguel y Rafael tuvieron una larga discusión. Después Jennifer le dijo a",811,1,4,5,6,7,8,18,19,21,22, Ana, Sergio, Ana, Ana, Sergio, Sergio,ablation, Miguel,0.2334,0.0029,0.0028
"Entonces, Bryan y Felix estaban trabajando en a la tienda. Sean decidió darle un refresco a",134,1,4,5,6,7,8,17,18,26,27, Jeffrey, Diana, Jeffrey, Jeffrey, Diana, Diana,ablation, sus,0.2188,0.0001,0.0
"Entonces, Sara y Isabel estaban trabajando en al hospital. Manuel decidió darle un bocadillo a",167,1,4,5,6,7,8,15,16,26,27, Lola, Kelly, Lola, Lola, Kelly, Kelly,eval, su,0.3398,0.0,0.0001
"Cuando Eva y Megan consiguieron un bocadillo en a la casa, Pedro decidió dárselo a",439,1,3,4,5,6,7,19,20,26,27, Gabriel, Daniel, Gabriel, Gabriel, Daniel, Daniel,ablation, su,0.3691,0.0013,0.0004
al hospital al que fueron Megan y Bruno tenía un collar. Bryan se lo dio a,869,1,6,7,8,9,10,13,14,17,18, Laura, Cody, Laura, Laura, Cody, Cody,ablation, Megan,0.5234,0.0001,0.0004
"Mientras Manuel y Shannon trabajaban en al hospital, Ricardo le dio un refresco a",550,1,3,4,5,6,7,12,13,18,19, Jaime, Kristen, Jaime, Jaime, Kristen, Kristen,circuit, Shannon,0.1167,0.0001,0.0001
"Más tarde, Tiffany y Diana fueron al jardín. Ricardo le dio un ordenador a",716,1,5,6,7,8,9,14,15,20,21, Ana, Kelly, Ana, Ana, Kelly, Kelly,ablation, Diana,0.248,0.0001,0.002
Los amigos Felix y Juan encontraron un collar en a la tienda. Nicole se lo dio a,901,1,3,4,5,6,7,16,17,20,21, Andrea, Daniel, Andrea, Andrea, Daniel, Daniel,ablation, su,0.2871,0.0003,0.0003
"Cuando Leo y Erin consiguieron un beso en a la escuela, Alicia decidió dar el objeto a",473,1,3,4,5,6,7,18,19,25,26, Amanda, Justin, Amanda, Amanda, Justin, Justin,ablation, su,0.1299,0.0003,0.0005
"Entonces, Brian y Megan se divirtieron mucho en a la oficina. Ivan le dio un beso a",105,1,4,5,6,7,8,18,19,24,25, Andrea, Daniel, Andrea, Andrea, Daniel, Daniel,ablation, Megan,0.3398,0.0008,0.0005
"Mientras Nicole y Erin trabajaban en a la oficina, Alicia le dio un beso a",553,1,3,4,5,6,7,14,15,20,21, Ana, Felix, Ana, Ana, Felix, Felix,ablation, Nicole,0.208,0.0001,0.0009
"Entonces, Alison y Juan estaban pensando en ir a la estación. Luis quería darle un bocadillo a",255,1,4,5,6,7,8,18,19,28,29, Dustin, Isabel, Dustin, Dustin, Isabel, Isabel,ablation, su,0.2617,0.0015,0.0
"Entonces, Pedro y Shannon tuvieron una larga discusión, y después Nicole le dijo a",300,1,4,5,6,7,8,19,20,22,23, Cody, Jorge, Cody, Cody, Jorge, Jorge,ablation, Shannon,0.3066,0.0007,0.0006
"Entonces, Lisa y Erica estaban trabajando en a la estación. Leo decidió darle un bocadillo a",191,1,4,5,6,7,8,17,18,28,29, Diana, Clara, Diana, Diana, Clara, Clara,ablation, Lisa,0.3047,0.0002,0.0003
"Entonces, Shannon y Cody tuvieron una larga discusión, y después Lisa le dijo a",274,1,4,5,6,7,8,19,20,22,23, Lola, Kelly, Lola, Lola, Kelly, Kelly,ablation, Shannon,0.4141,0.0008,0.0001
"Más tarde, Lisa y Max fueron al hospital. Leo le dio un balón a",739,1,5,6,7,8,9,12,13,18,19, Pablo, Brian, Pablo, Pablo, Brian, Brian,ablation, Lisa,0.416,0.0003,0.0001
"Después del almuerzo, Michelle y Mario fueron a la escuela. Ivan le dio un beso a",665,1,8,9,10,11,12,17,18,23,24, Miguel, Felix, Miguel, Miguel, Felix, Felix,ablation, Michelle,0.5117,0.0,0.0004
"Entonces, Vanessa y Victor estaban trabajando en a la oficina. David decidió darle un hueso a",170,1,4,5,6,7,8,17,18,26,27, Lola, Rafael, Lola, Lola, Rafael, Rafael,ablation, su,0.293,0.0001,0.0007
"Más tarde, Alicia y David fueron a la escuela. Hector le dio un collar a",733,1,5,6,7,8,9,14,15,19,20, Jorge, Max, Jorge, Jorge, Max, Max,ablation, Alicia,0.5625,0.0002,0.0002
"Más tarde, Erin y Samuel fueron a la oficina. Courtney le dio un beso a",745,1,5,6,7,8,9,14,15,20,21, María, Antonio, María, María, Antonio, Antonio,ablation, Erin,0.2969,0.0,0.0
