prompt,prompt_id,prefix,IO,and,S1,S1+1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
"Después de que Kimberly y Samuel fueran al hospital, Samuel le dio un balón a",355,1,5,6,7,8,9,13,14,19,20, Samuel, Kimberly, Samuel, Samuel, Kimberly, Kimberly,eval, su,0.2393,0.106,0.0173
Los amigos Elena y Carmen encontraron un hueso en al restaurante. Carmen se lo dio a,914,1,3,4,5,6,7,16,17,20,21, Carmen, Elena, Carmen, Carmen, Elena, Elena,ablation, Elena,0.5156,0.5156,0.0003
"Después de que Elena y Eric fueran al restaurante, Eric le dio un hueso a",338,1,5,6,7,8,9,14,15,20,21, Eric, Elena, Eric, Eric, Elena, Elena,ablation, su,0.25,0.0864,0.0012
"Más tarde, Kenneth y Rafael fueron al jardín. Rafael le dio un hueso a",714,1,5,6,7,8,9,14,15,20,21, Rafael, Kenneth, Rafael, Rafael, Kenneth, Kenneth,circuit, Kenneth,0.2891,0.2891,0.0006
"Entonces, Jaime y Rosa fueron al hospital. Rosa le dio un ordenador a",36,1,4,5,6,7,8,11,12,17,18, Rosa, Jaime, Rosa, Rosa, Jaime, Jaime,ablation, Jaime,0.4043,0.4043,0.0061
"Más tarde, Alan y Ana fueron a la estación. Ana le dio un bocadillo a",767,1,5,6,7,8,9,14,15,22,23, Ana, Alan, Ana, Ana, Alan, Alan,ablation, Alan,0.6758,0.6758,0.0009
"Entonces, Kelly y Oscar se divirtieron mucho en al hospital. Oscar le dio un anillo a",96,1,4,5,6,7,8,16,17,22,23, Oscar, Kelly, Oscar, Oscar, Kelly, Kelly,ablation, Kelly,0.6523,0.6523,0.0005
"Entonces, Martin y Lola estaban pensando en ir al restaurante. Lola quería darle un bocadillo a",215,1,4,5,6,7,8,17,18,27,28, Lola, Martin, Lola, Lola, Martin, Martin,ablation, Martin,0.3965,0.3965,0.001
"Entonces, Luis y Bruno se divirtieron mucho en a la casa. Bruno le dio un hueso a",114,1,4,5,6,7,8,17,18,23,24, Bruno, Luis, Bruno, Bruno, Luis, Luis,ablation, su,0.1172,0.0854,0.0204
"Después del almuerzo, José y Gabriel fueron a la tienda. Gabriel le dio un beso a",641,1,8,9,10,11,12,17,18,23,24, Gabriel, José, Gabriel, Gabriel, José, José,ablation, José,0.4141,0.4141,0.0052
"Entonces, Gloria y Paula tuvieron una larga discusión, y después Paula le dijo a",280,1,4,5,6,7,8,19,20,22,23, Paula, Gloria, Paula, Paula, Gloria, Gloria,ablation, Gloria,0.6055,0.6055,0.0043
"Después del almuerzo, Cody y José fueron al hospital. José le dio un collar a",677,1,8,9,10,11,12,15,16,20,21, José, Cody, José, José, Cody, Cody,ablation, su,0.3047,0.1533,0.0004
a la casa al que fueron Felix y Martin tenía un refresco. Martin se lo dio a,886,1,7,8,9,10,11,15,16,19,20, Martin, Felix, Martin, Martin, Felix, Felix,ablation, Felix,0.8047,0.8047,0.0001
"Entonces, Isabel y Elena tuvieron una larga discusión, y después Elena le dijo a",298,1,4,5,6,7,8,19,20,22,23, Elena, Isabel, Elena, Elena, Isabel, Isabel,eval, Isabel,0.4688,0.4688,0.0022
"Más tarde, Cody y Kevin fueron al hospital. Kevin le dio un refresco a",742,1,5,6,7,8,9,12,13,18,19, Kevin, Cody, Kevin, Kevin, Cody, Cody,ablation, Cody,0.4863,0.4863,0.0006
"Más tarde, Kenneth y Paula fueron a la estación. Paula le dio un balón a",763,1,5,6,7,8,9,14,15,20,21, Paula, Kenneth, Paula, Paula, Kenneth, Kenneth,circuit, Kenneth,0.4297,0.4297,0.0009
"Después de que Samuel y Oscar fueran al hospital, Oscar le dio un ordenador a",356,1,5,6,7,8,9,13,14,19,20, Oscar, Samuel, Oscar, Oscar, Samuel, Samuel,ablation, Samuel,0.6602,0.6602,0.0008
"Entonces, Pablo y Laura tuvieron una larga discusión, y después Laura le dijo a",296,1,4,5,6,7,8,19,20,22,23, Laura, Pablo, Laura, Laura, Pablo, Pablo,ablation, Pablo,0.6133,0.6133,0.0017
"Entonces, Eva y Megan tuvieron una larga discusión. Después Megan le dijo a",812,1,4,5,6,7,8,18,19,21,22, Megan, Eva, Megan, Megan, Eva, Eva,ablation, Eva,0.3711,0.3711,0.0016
"Entonces, Daniel y Eric estaban trabajando en a la tienda. Eric decidió darle un bocadillo a",135,1,4,5,6,7,8,17,18,28,29, Eric, Daniel, Eric, Eric, Daniel, Daniel,ablation, Daniel,0.6055,0.6055,0.0006
Los amigos Kevin y Alan encontraron un bocadillo en a la escuela. Alan se lo dio a,927,1,3,4,5,6,7,19,20,23,24, Alan, Kevin, Alan, Alan, Kevin, Kevin,ablation, Kevin,0.6445,0.6445,0.0001
"Después del almuerzo, Roberto y Antonio fueron a la escuela. Antonio le dio un beso a",665,1,8,9,10,11,12,17,18,23,24, Antonio, Roberto, Antonio, Antonio, Roberto, Roberto,circuit, Roberto,0.5742,0.5742,0.0006
"Mientras Dustin y Martin trabajaban en al jardín, Martin le dio un beso a",521,1,3,4,5,6,7,14,15,20,21, Martin, Dustin, Martin, Martin, Dustin, Dustin,ablation, Dustin,0.5938,0.5938,0.0024
"Cuando Manuel y Lola consiguieron un refresco en a la escuela, Lola decidió dar el objeto a",478,1,3,4,5,6,7,18,19,25,26, Lola, Manuel, Lola, Lola, Manuel, Manuel,ablation, su,0.2363,0.105,0.0003
"Entonces, Gabriel y Sergio tuvieron una larga discusión, y después Sergio le dijo a",256,1,4,5,6,7,8,19,20,22,23, Sergio, Gabriel, Sergio, Sergio, Gabriel, Gabriel,ablation, Gabriel,0.6562,0.6562,0.0008
"Entonces, Bruno y Laura estaban trabajando en al hospital. Laura decidió darle un balón a",163,1,4,5,6,7,8,15,16,24,25, Laura, Bruno, Laura, Laura, Bruno, Bruno,ablation, Bruno,0.4199,0.4199,0.0014
"Más tarde, Pablo y Hugo fueron a la escuela. Hugo le dio un bocadillo a",735,1,5,6,7,8,9,14,15,22,23, Hugo, Pablo, Hugo, Hugo, Pablo, Pablo,circuit, Pablo,0.7461,0.7461,0.0012
"Entonces, Bruno y Laura tuvieron una larga discusión. Después Laura le dijo a",829,1,4,5,6,7,8,18,19,21,22, Laura, Bruno, Laura, Laura, Bruno, Bruno,ablation, Bruno,0.6875,0.6875,0.0012
"Entonces, Jeffrey y Eric estaban pensando en ir a la tienda. Eric quería darle un balón a",195,1,4,5,6,7,8,18,19,26,27, Eric, Jeffrey, Eric, Eric, Jeffrey, Jeffrey,ablation, Jeffrey,0.4297,0.4297,0.0001
"Mientras Diego y Kevin iban a la casa, Kevin le dio un bocadillo a",631,1,3,4,5,6,7,12,13,20,21, Kevin, Diego, Kevin, Kevin, Diego, Diego,ablation, Diego,0.8594,0.8594,0.0003
a la escuela al que fueron Daniel y Carmen tenía un ordenador. Carmen se lo dio a,860,1,8,9,10,11,12,16,17,20,21, Carmen, Daniel, Carmen, Carmen, Daniel, Daniel,ablation, Daniel,0.4824,0.4824,0.0004
"Entonces, Samuel y Andrea fueron a la escuela. Andrea le dio un ordenador a",28,1,4,5,6,7,8,13,14,19,20, Andrea, Samuel, Andrea, Andrea, Samuel, Samuel,ablation, Samuel,0.7773,0.7773,0.0001
"Entonces, Andrea y Carmen tuvieron una larga discusión, y después Carmen le dijo a",287,1,4,5,6,7,8,19,20,22,23, Carmen, Andrea, Carmen, Carmen, Andrea, Andrea,ablation, Andrea,0.543,0.543,0.0021
"Mientras María y Lola trabajaban en a la escuela, Lola le dio un beso a",537,1,3,4,5,6,7,14,15,20,21, Lola, María, Lola, Lola, María, María,ablation, María,0.4844,0.4844,0.0008
"Después del almuerzo, Clara y Gabriel fueron al restaurante. Gabriel le dio un hueso a",658,1,8,9,10,11,12,16,17,22,23, Gabriel, Clara, Gabriel, Gabriel, Clara, Clara,ablation, Clara,0.3555,0.3555,0.0005
"Cuando Kenneth y Oscar consiguieron un beso en a la estación, Oscar decidió dar el objeto a",505,1,3,4,5,6,7,18,19,25,26, Oscar, Kenneth, Oscar, Oscar, Kenneth, Kenneth,ablation, Kenneth,0.2471,0.2471,0.0096
"Entonces, Mario y Carlos tuvieron una larga discusión, y después Carlos le dijo a",295,1,4,5,6,7,8,19,20,22,23, Carlos, Mario, Carlos, Carlos, Mario, Mario,ablation, Mario,0.7969,0.7969,0.0015
"Entonces, Sara y Gabriel fueron a la escuela. Gabriel le dio un hueso a",26,1,4,5,6,7,8,13,14,19,20, Gabriel, Sara, Gabriel, Gabriel, Sara, Sara,ablation, su,0.3711,0.1982,0.0005
Los amigos Kenneth y Carlos encontraron un anillo en a la escuela. Carlos se lo dio a,920,1,3,4,5,6,7,17,18,21,22, Carlos, Kenneth, Carlos, Carlos, Kenneth, Kenneth,circuit, Kenneth,0.4961,0.4961,0.0003
"Mientras Diana y Kevin iban a la oficina, Kevin le dio un collar a",621,1,3,4,5,6,7,13,14,18,19, Kevin, Diana, Kevin, Kevin, Diana, Diana,ablation, Diana,0.793,0.793,0.0
"Mientras Samantha y Alison iban a la oficina, Alison le dio un collar a",621,1,3,4,5,6,7,13,14,18,19, Alison, Samantha, Alison, Alison, Samantha, Samantha,eval, Samantha,0.8398,0.8398,0.0002
"Entonces, Kenneth y Carlos tuvieron una larga discusión, y después Carlos le dijo a",310,1,4,5,6,7,8,19,20,22,23, Carlos, Kenneth, Carlos, Carlos, Kenneth, Kenneth,ablation, Kenneth,0.5039,0.5039,0.0017
"Entonces, Elena y Kelly se divirtieron mucho en a la casa. Kelly le dio un beso a",113,1,4,5,6,7,8,17,18,23,24, Kelly, Elena, Kelly, Kelly, Elena, Elena,ablation, Elena,0.6602,0.6602,0.0003
Los amigos María y Sergio encontraron un balón en al hospital. Sergio se lo dio a,931,1,3,4,5,6,7,15,16,19,20, Sergio, María, Sergio, Sergio, María, María,ablation, María,0.7227,0.7227,0.0004
"Entonces, Elena y Rosa fueron a la tienda. Rosa le dio un ordenador a",4,1,4,5,6,7,8,13,14,19,20, Rosa, Elena, Rosa, Rosa, Elena, Elena,circuit, Elena,0.5469,0.5469,0.0024
"Mientras María y Sergio trabajaban en al hospital, Sergio le dio un collar a",549,1,3,4,5,6,7,12,13,17,18, Sergio, María, Sergio, Sergio, María, María,ablation, María,0.625,0.625,0.0001
"Cuando Travis y Alejandro consiguieron un balón en al jardín, Alejandro decidió dar el objeto a",459,1,3,4,5,6,7,18,19,25,26, Alejandro, Travis, Alejandro, Alejandro, Travis, Travis,ablation, Travis,0.5273,0.5273,0.0002
"Después de que Kimberly y Kenneth fueran al hospital, Kenneth le dio un hueso a",354,1,5,6,7,8,9,13,14,19,20, Kenneth, Kimberly, Kenneth, Kenneth, Kimberly, Kimberly,ablation, su,0.3887,0.0559,0.0018
"Entonces, Sara y Elena tuvieron una larga discusión. Después Elena le dijo a",823,1,4,5,6,7,8,18,19,21,22, Elena, Sara, Elena, Elena, Sara, Sara,ablation, Sara,0.7188,0.7188,0.0009
"Más tarde, Rosa y Oscar fueron al jardín. Oscar le dio un beso a",713,1,5,6,7,8,9,14,15,20,21, Oscar, Rosa, Oscar, Oscar, Rosa, Rosa,ablation, Rosa,0.5547,0.5547,0.0018
"Entonces, Bradley y Roberto estaban pensando en ir a la tienda. Roberto quería darle un refresco a",198,1,4,5,6,7,8,18,19,26,27, Roberto, Bradley, Roberto, Roberto, Bradley, Bradley,ablation, su,0.5938,0.1807,0.0001
"Entonces, Sara y Andrea fueron a la escuela. Andrea le dio un anillo a",24,1,4,5,6,7,8,13,14,19,20, Andrea, Sara, Andrea, Andrea, Sara, Sara,ablation, Sara,0.7695,0.7695,0.0002
"Después del almuerzo, Andrea y Rafael fueron al restaurante. Rafael le dio un bocadillo a",663,1,8,9,10,11,12,16,17,24,25, Rafael, Andrea, Rafael, Rafael, Andrea, Andrea,ablation, Andrea,0.5273,0.5273,0.0003
"Más tarde, Pablo y Sergio fueron a la casa. Sergio le dio un bocadillo a",759,1,5,6,7,8,9,13,14,21,22, Sergio, Pablo, Sergio, Sergio, Pablo, Pablo,ablation, Pablo,0.5859,0.5859,0.0037
"Mientras Samuel y Jaime trabajaban en al restaurante, Jaime le dio un collar a",533,1,3,4,5,6,7,13,14,18,19, Jaime, Samuel, Jaime, Jaime, Samuel, Samuel,circuit, Samuel,0.6055,0.6055,0.0006
"Entonces, Juan y Oscar fueron al jardín. Oscar le dio un balón a",11,1,4,5,6,7,8,13,14,19,20, Oscar, Juan, Oscar, Oscar, Juan, Juan,circuit, Juan,0.875,0.875,0.0003
"Entonces, Miguel y Kelly estaban pensando en ir a la tienda. Kelly quería darle un collar a",197,1,4,5,6,7,8,18,19,25,26, Kelly, Miguel, Kelly, Kelly, Miguel, Miguel,ablation, su,0.5859,0.2598,0.0002
Los amigos María y Lola encontraron un hueso en al hospital. Lola se lo dio a,930,1,3,4,5,6,7,15,16,19,20, Lola, María, Lola, Lola, María, María,ablation, María,0.6523,0.6523,0.0001
"Entonces, Victor y Alejandro estaban trabajando en a la oficina. Alejandro decidió darle un collar a",173,1,4,5,6,7,8,17,18,25,26, Alejandro, Victor, Alejandro, Alejandro, Victor, Victor,ablation, su,0.373,0.373,0.0001
"Después de que Samantha y Diego fueran a la oficina, Diego le dio un ordenador a",364,1,5,6,7,8,9,15,16,21,22, Diego, Samantha, Diego, Diego, Samantha, Samantha,eval, Samantha,0.6289,0.6289,0.0007
Los amigos Antonio y Martin encontraron un hueso en al hospital. Martin se lo dio a,930,1,3,4,5,6,7,15,16,19,20, Martin, Antonio, Martin, Martin, Antonio, Antonio,ablation, Antonio,0.832,0.832,0.0002
"Entonces, Daniel y Kenneth estaban trabajando en a la estación. Kenneth decidió darle un ordenador a",188,1,4,5,6,7,8,17,18,26,27, Kenneth, Daniel, Kenneth, Kenneth, Daniel, Daniel,circuit, Daniel,0.5625,0.5625,0.0006
"Cuando Jeffrey y Kelly consiguieron un balón en al restaurante, Kelly decidió dar el objeto a",467,1,3,4,5,6,7,17,18,24,25, Kelly, Jeffrey, Kelly, Kelly, Jeffrey, Jeffrey,ablation, Jeffrey,0.3301,0.3301,0.0001
"Entonces, Gloria y Kelly tuvieron una larga discusión. Después Kelly le dijo a",793,1,4,5,6,7,8,18,19,21,22, Kelly, Gloria, Kelly, Kelly, Gloria, Gloria,ablation, Gloria,0.5078,0.5078,0.0036
"Entonces, Juan y Alan estaban pensando en ir a la escuela. Alan quería darle un balón a",219,1,4,5,6,7,8,18,19,26,27, Alan, Juan, Alan, Alan, Juan, Juan,ablation, Juan,0.4648,0.4648,0.0001
"Entonces, Jeffrey y Oscar fueron a la casa. Oscar le dio un hueso a",50,1,4,5,6,7,8,12,13,18,19, Oscar, Jeffrey, Oscar, Oscar, Jeffrey, Jeffrey,ablation, Jeffrey,0.5508,0.5508,0.0042
"Entonces, Isabel y Roberto estaban pensando en ir a la escuela. Roberto quería darle un hueso a",218,1,4,5,6,7,8,18,19,26,27, Roberto, Isabel, Roberto, Roberto, Isabel, Isabel,ablation, su,0.4805,0.0889,0.0008
"Cuando Shannon y Martin consiguieron un anillo en al jardín, Martin decidió dárselo a",392,1,3,4,5,6,7,18,19,25,26, Martin, Shannon, Martin, Martin, Shannon, Shannon,ablation, Shannon,0.5586,0.5586,0.0004
Los amigos Kenneth y Eric encontraron un collar en a la casa. Eric se lo dio a,949,1,3,4,5,6,7,15,16,19,20, Eric, Kenneth, Eric, Eric, Kenneth, Kenneth,ablation, su,0.4082,0.3398,0.0001
Los amigos Roberto y Paula encontraron un hueso en a la escuela. Paula se lo dio a,922,1,3,4,5,6,7,17,18,21,22, Paula, Roberto, Paula, Paula, Roberto, Roberto,ablation, Roberto,0.7266,0.7266,0.0001
"Después de que Kenneth y Lola fueran a la oficina, Lola le dio un ordenador a",364,1,5,6,7,8,9,15,16,21,22, Lola, Kenneth, Lola, Lola, Kenneth, Kenneth,ablation, Kenneth,0.7109,0.7109,0.0001
"Entonces, Gabriel y Paula estaban pensando en ir a la tienda. Paula quería darle un bocadillo a",199,1,4,5,6,7,8,18,19,28,29, Paula, Gabriel, Paula, Paula, Gabriel, Gabriel,ablation, Gabriel,0.5742,0.5742,0.0006
"Más tarde, José y María fueron a la estación. María le dio un bocadillo a",767,1,5,6,7,8,9,14,15,22,23, María, José, María, María, José, José,ablation, José,0.7969,0.7969,0.0037
"Después del almuerzo, Kelly y María fueron a la escuela. María le dio un hueso a",666,1,8,9,10,11,12,17,18,23,24, María, Kelly, María, María, Kelly, Kelly,eval, Kelly,0.459,0.459,0.0001
al restaurante al que fueron Travis y Jorge tenía un collar. Jorge se lo dio a,853,1,7,8,9,10,11,14,15,18,19, Jorge, Travis, Jorge, Jorge, Travis, Travis,ablation, Travis,0.4336,0.4336,0.001
"Cuando Bruno y Paula consiguieron un hueso en al hospital, Paula decidió dar el objeto a",482,1,3,4,5,6,7,16,17,23,24, Paula, Bruno, Paula, Paula, Bruno, Bruno,eval, su,0.208,0.1045,0.0018
"Entonces, Sean y Mario estaban trabajando en a la oficina. Mario decidió darle un collar a",173,1,4,5,6,7,8,17,18,25,26, Mario, Sean, Mario, Mario, Sean, Sean,ablation, su,0.5078,0.1865,0.0003
"Cuando Erica y Marcos consiguieron un collar en al restaurante, Marcos decidió dárselo a",405,1,3,4,5,6,7,16,17,23,24, Marcos, Erica, Marcos, Marcos, Erica, Erica,ablation, su,0.4219,0.2402,0.0003
"Entonces, José y Paula estaban trabajando en al restaurante. Paula decidió darle un anillo a",144,1,4,5,6,7,8,16,17,25,26, Paula, José, Paula, Paula, José, José,ablation, José,0.6797,0.6797,0.0004
"Entonces, Isabel y Jeffrey estaban trabajando en al hospital. Jeffrey decidió darle un refresco a",166,1,4,5,6,7,8,15,16,24,25, Jeffrey, Isabel, Jeffrey, Jeffrey, Isabel, Isabel,circuit, Isabel,0.6211,0.6211,0.0008
"Entonces, Kelly y Ana estaban pensando en ir al jardín. Ana quería darle un ordenador a",204,1,4,5,6,7,8,18,19,26,27, Ana, Kelly, Ana, Ana, Kelly, Kelly,eval, Kelly,0.4043,0.4043,0.0005
"Después de que Kimberly y Carmen fueran a la oficina, Carmen le dio un bocadillo a",367,1,5,6,7,8,9,15,16,23,24, Carmen, Kimberly, Carmen, Carmen, Kimberly, Kimberly,circuit, Kimberly,0.4316,0.4316,0.0009
"Entonces, Rosa y María estaban trabajando en a la escuela. María decidió darle un anillo a",152,1,4,5,6,7,8,17,18,26,27, María, Rosa, María, María, Rosa, Rosa,ablation, Rosa,0.6133,0.6133,0.0011
"Después del almuerzo, Carlos y Oscar fueron a la estación. Oscar le dio un ordenador a",700,1,8,9,10,11,12,17,18,23,24, Oscar, Carlos, Oscar, Oscar, Carlos, Carlos,ablation, Carlos,0.707,0.707,0.0002
"Entonces, Dustin y Sergio tuvieron una larga discusión. Después Sergio le dijo a",816,1,4,5,6,7,8,18,19,21,22, Sergio, Dustin, Sergio, Sergio, Dustin, Dustin,circuit, Dustin,0.3945,0.3945,0.0006
"Cuando Kristen y María consiguieron un balón en a la tienda, María decidió dar el objeto a",451,1,3,4,5,6,7,18,19,25,26, María, Kristen, María, María, Kristen, Kristen,ablation, su,0.2949,0.04,0.0008
"Entonces, Michelle y Andrea tuvieron una larga discusión, y después Andrea le dijo a",273,1,4,5,6,7,8,19,20,22,23, Andrea, Michelle, Andrea, Andrea, Michelle, Michelle,eval, Michelle,0.5312,0.5312,0.0006
"Después de que Gabriel y Laura fueran a la casa, Laura le dio un beso a",369,1,5,6,7,8,9,14,15,20,21, Laura, Gabriel, Laura, Laura, Gabriel, Gabriel,ablation, Gabriel,0.6602,0.6602,0.0025
"Mientras Kevin y Jeffrey trabajaban en a la escuela, Jeffrey le dio un hueso a",538,1,3,4,5,6,7,14,15,20,21, Jeffrey, Kevin, Jeffrey, Jeffrey, Kevin, Kevin,eval, Kevin,0.6211,0.6211,0.0056
"Entonces, José y Rafael fueron a la escuela. Rafael le dio un balón a",27,1,4,5,6,7,8,13,14,19,20, Rafael, José, Rafael, Rafael, José, José,ablation, José,0.7227,0.7227,0.0005
"Entonces, Gabriel y Alan fueron a la estación. Alan le dio un ordenador a",60,1,4,5,6,7,8,13,14,19,20, Alan, Gabriel, Alan, Alan, Gabriel, Gabriel,ablation, Gabriel,0.5664,0.5664,0.0002
"Entonces, Elena y Laura fueron a la oficina. Laura le dio un balón a",43,1,4,5,6,7,8,13,14,19,20, Laura, Elena, Laura, Laura, Elena, Elena,circuit, Elena,0.3945,0.3945,0.0015
"Entonces, Shannon y Amanda se divirtieron mucho en a la estación. Amanda le dio un balón a",123,1,4,5,6,7,8,18,19,24,25, Amanda, Shannon, Amanda, Amanda, Shannon, Shannon,eval, Shannon,0.2852,0.2852,0.0004
"Entonces, Elena y Jeffrey tuvieron una larga discusión. Después Jeffrey le dijo a",770,1,4,5,6,7,8,18,19,21,22, Jeffrey, Elena, Jeffrey, Jeffrey, Elena, Elena,ablation, Elena,0.5938,0.5938,0.0002
"Más tarde, Clara y Roberto fueron al hospital. Roberto le dio un bocadillo a",743,1,5,6,7,8,9,12,13,20,21, Roberto, Clara, Roberto, Roberto, Clara, Clara,circuit, Clara,0.418,0.418,0.0028
"Más tarde, Isabel y Lola fueron al restaurante. Lola le dio un beso a",721,1,5,6,7,8,9,13,14,19,20, Lola, Isabel, Lola, Lola, Isabel, Isabel,ablation, Isabel,0.209,0.209,0.0028
"Entonces, Alejandro y Alan tuvieron una larga discusión, y después Alan le dijo a",257,1,4,5,6,7,8,19,20,22,23, Alan, Alejandro, Alan, Alan, Alejandro, Alejandro,ablation, Alejandro,0.5117,0.5117,0.0008
"Más tarde, Cody y Lola fueron al jardín. Lola le dio un beso a",713,1,5,6,7,8,9,14,15,20,21, Lola, Cody, Lola, Lola, Cody, Cody,ablation, Cody,0.582,0.582,0.0057
"Después del almuerzo, Brian y Isabel fueron al jardín. Isabel le dio un bocadillo a",655,1,8,9,10,11,12,17,18,25,26, Isabel, Brian, Isabel, Isabel, Brian, Brian,ablation, su,0.252,0.127,0.0001
Los amigos Clara y Bradley encontraron un refresco en al restaurante. Bradley se lo dio a,918,1,3,4,5,6,7,16,17,20,21, Bradley, Clara, Bradley, Bradley, Clara, Clara,circuit, Clara,0.4355,0.4355,0.0003
"Después del almuerzo, Andrea y Laura fueron a la estación. Laura le dio un beso a",697,1,8,9,10,11,12,17,18,23,24, Laura, Andrea, Laura, Laura, Andrea, Andrea,ablation, Andrea,0.5508,0.5508,0.001
"Entonces, Pablo y Hugo estaban pensando en ir al restaurante. Hugo quería darle un ordenador a",212,1,4,5,6,7,8,17,18,25,26, Hugo, Pablo, Hugo, Hugo, Pablo, Pablo,ablation, su,0.5117,0.291,0.0008
"Después del almuerzo, Andrea y Laura fueron al jardín. Laura le dio un balón a",651,1,8,9,10,11,12,17,18,23,24, Laura, Andrea, Laura, Laura, Andrea, Andrea,circuit, Andrea,0.7852,0.7852,0.0002
"Cuando Elena y María consiguieron un beso en a la casa, María decidió dar el objeto a",497,1,3,4,5,6,7,17,18,24,25, María, Elena, María, María, Elena, Elena,ablation, Elena,0.4688,0.4688,0.0076
"Más tarde, Elena y Martin fueron al restaurante. Martin le dio un beso a",721,1,5,6,7,8,9,13,14,19,20, Martin, Elena, Martin, Martin, Elena, Elena,ablation, Elena,0.6992,0.6992,0.0004
"Entonces, Andrea y Kenneth estaban trabajando en al hospital. Kenneth decidió darle un hueso a",162,1,4,5,6,7,8,15,16,24,25, Kenneth, Andrea, Kenneth, Kenneth, Andrea, Andrea,eval, su,0.3555,0.2773,0.0006
"Entonces, Kenneth y Laura se divirtieron mucho en a la estación. Laura le dio un balón a",123,1,4,5,6,7,8,18,19,24,25, Laura, Kenneth, Laura, Laura, Kenneth, Kenneth,ablation, Kenneth,0.3711,0.3711,0.0021
a la escuela al que fueron Samantha y Victor tenía un hueso. Victor se lo dio a,858,1,8,9,10,11,12,16,17,20,21, Victor, Samantha, Victor, Victor, Samantha, Samantha,eval, Samantha,0.498,0.498,0.0025
"Mientras Jennifer y Kenneth iban al restaurante, Kenneth le dio un beso a",593,1,3,4,5,6,7,12,13,18,19, Kenneth, Jennifer, Kenneth, Kenneth, Jennifer, Jennifer,circuit, Jennifer,0.7422,0.7422,0.0001
a la tienda al que fueron Isabel y Carmen tenía un bocadillo. Carmen se lo dio a,839,1,8,9,10,11,12,18,19,22,23, Carmen, Isabel, Carmen, Carmen, Isabel, Isabel,ablation, Isabel,0.332,0.332,0.0017
"Después de que Miguel y Victor fueran al restaurante, Victor le dio un bocadillo a",343,1,5,6,7,8,9,14,15,22,23, Victor, Miguel, Victor, Victor, Miguel, Miguel,ablation, Miguel,0.4355,0.4355,0.0019
"Cuando Carmen y Antonio consiguieron un bocadillo en a la estación, Antonio decidió dárselo a",447,1,3,4,5,6,7,20,21,27,28, Antonio, Carmen, Antonio, Antonio, Carmen, Carmen,ablation, Carmen,0.3457,0.3457,0.0009
"Después de que Felix y Cody fueran al hospital, Cody le dio un collar a",357,1,5,6,7,8,9,13,14,18,19, Cody, Felix, Cody, Cody, Felix, Felix,ablation, Felix,0.6914,0.6914,0.0002
"Mientras Dustin y Rafael trabajaban en al hospital, Rafael le dio un hueso a",546,1,3,4,5,6,7,12,13,18,19, Rafael, Dustin, Rafael, Rafael, Dustin, Dustin,ablation, un,0.248,0.0488,0.0002
Los amigos Kimberly y Jorge encontraron un beso en a la tienda. Jorge se lo dio a,897,1,3,4,5,6,7,17,18,21,22, Jorge, Kimberly, Jorge, Jorge, Kimberly, Kimberly,ablation, Kimberly,0.6914,0.6914,0.0005
"Entonces, Carlos y Kelly fueron a la oficina. Kelly le dio un beso a",41,1,4,5,6,7,8,13,14,19,20, Kelly, Carlos, Kelly, Kelly, Carlos, Carlos,ablation, Carlos,0.6328,0.6328,0.0003
"Mientras Martin y Ana iban al jardín, Ana le dio un refresco a",590,1,3,4,5,6,7,13,14,19,20, Ana, Martin, Ana, Ana, Martin, Martin,ablation, Martin,0.6133,0.6133,0.0027
"Entonces, Andrea y Rafael estaban pensando en ir al restaurante. Rafael quería darle un bocadillo a",215,1,4,5,6,7,8,17,18,27,28, Rafael, Andrea, Rafael, Rafael, Andrea, Andrea,ablation, Andrea,0.6602,0.6602,0.0002
"Mientras Miguel y Kelly trabajaban en al jardín, Kelly le dio un collar a",525,1,3,4,5,6,7,14,15,19,20, Kelly, Miguel, Kelly, Kelly, Miguel, Miguel,ablation, Miguel,0.3477,0.3477,0.0004
"Mientras Erin y Kimberly trabajaban en a la estación, Kimberly le dio un bocadillo a",575,1,3,4,5,6,7,14,15,22,23, Kimberly, Erin, Kimberly, Kimberly, Erin, Erin,ablation, Erin,0.7188,0.7188,0.0002
"Después del almuerzo, Pablo y Miguel fueron al hospital. Miguel le dio un bocadillo a",679,1,8,9,10,11,12,15,16,23,24, Miguel, Pablo, Miguel, Miguel, Pablo, Pablo,ablation, su,0.2949,0.1396,0.0007
"Mientras Kenneth y Carlos trabajaban en a la tienda, Carlos le dio un ordenador a",516,1,3,4,5,6,7,14,15,20,21, Carlos, Kenneth, Carlos, Carlos, Kenneth, Kenneth,ablation, Kenneth,0.4668,0.4668,0.0041
"Entonces, Miguel y Cody tuvieron una larga discusión, y después Cody le dijo a",272,1,4,5,6,7,8,19,20,22,23, Cody, Miguel, Cody, Cody, Miguel, Miguel,ablation, Miguel,0.5977,0.5977,0.0007
"Mientras Brian y Marcos trabajaban en al jardín, Marcos le dio un balón a",523,1,3,4,5,6,7,14,15,20,21, Marcos, Brian, Marcos, Marcos, Brian, Brian,ablation, Brian,0.8242,0.8242,0.0025
