prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
駅で里奈と千尋が仕事をしていた。裕太は新しいキスを作成し、その内容を,489,1,4,6,7,9,13,15,26,美,涼,美,美,涼,涼,ablation,リ,0.0625,0.0,0.0003
病院で葵と里奈が仕事をしていた。蓮は新しいコンピューターを作成し、その内容を,468,1,4,5,6,8,12,13,26,亮,達,亮,亮,達,達,ablation,里,0.0488,0.0002,0.0
駅で未来と七海が乾杯しようとしていた。優菜は冷えたスナックを開け、,1071,1,4,5,6,8,15,17,26,結,直,結,結,直,直,ablation,七,0.0503,0.0006,0.0003
オフィスで蓮と杏奈が話していた。修はネックレスを取り出すと、,45,1,5,6,7,9,13,14,22,亮,優,亮,亮,優,優,ablation,杏,0.0304,0.0007,0.0
家の隅で智也と杏奈が二人きりだった。修は衝撃的なバスケットボールを知り、こっそりと,555,1,4,6,7,9,15,16,33,拓,愛,拓,拓,愛,愛,ablation,杏,0.2324,0.0003,0.0
駅の隅で一輝と優菜が二人きりだった。裕太は衝撃的なコンピューターを知り、こっそりと,564,1,6,8,9,11,17,19,37,美,達,美,美,達,達,ablation,優,0.0791,0.0002,0.0003
学校で隼人と裕太が乾杯しようとしていた。香織は冷えたスナックを開け、,1039,1,3,5,5,7,14,17,26,優,直,優,優,直,直,ablation,二人,0.0737,0.0002,0.0014
直樹と美穂が山で席に着いた。大樹は熱いスナックを持ってきて、,431,1,1,3,4,7,15,17,26,美,未来,美,美,未来,未来,circuit,美,0.3477,0.0,0.3477
隼人と雄大は店の図書館にいた。香織は借りていたネックレスを読み終え、,941,1,1,3,3,5,15,18,29,大,達,大,大,達,達,ablation,店,0.0215,0.0001,0.0019
智也と真央はレストランにいた。加奈は落ちていたスナックを拾い、,95,1,1,3,4,6,11,13,23,大,涼,大,大,涼,涼,ablation,真,0.0708,0.0001,0.0017
一輝と美月は山にいた。雄大は落ちていたコンピューターを拾い、,140,1,1,3,4,6,11,13,24,結,達,結,結,達,達,ablation,一,0.0732,0.0001,0.001
駅で美羽と智也が帰り支度をしていた。千尋は車の骨を見つけ、,922,1,4,6,7,9,16,18,24,陽,七,陽,陽,七,七,ablation,美,0.1729,0.0001,0.0001
病院で達也と杏奈が乾杯しようとしていた。遥は冷えた飲み物を開け、,1046,1,4,6,7,9,16,17,25,健,愛,健,健,愛,愛,ablation,二人,0.0479,0.0003,0.0002
駅で智也と真央が本棚を見ていた。修は面白そうなコンピューターを選び、,636,1,4,6,7,9,15,16,26,結,葵,結,結,葵,葵,ablation,真,0.1108,0.0,0.002
オフィスで哲也と智也が乾杯しようとしていた。大樹は冷えたコンピューターを開け、,1052,1,5,7,8,10,17,19,29,翔,大,翔,翔,大,大,ablation,哲,0.0258,0.0021,0.0
オフィスで美月と美羽が帰り支度をしていた。裕太は車のスナックを見つけ、,911,1,5,7,5,7,17,19,27,拓,七,拓,拓,七,七,ablation,美,0.042,0.0001,0.0
隼人と遥は学校にいた。香織は落ちていたコンピューターを拾い、,100,1,1,3,3,4,9,12,23,大,亮,大,大,亮,亮,ablation,二人,0.025,0.0,0.0016
店で剛と里奈が仕事をしていた。雄大は新しいキスを作成し、その内容を,433,1,3,4,5,7,11,13,24,陽,葵,陽,陽,葵,葵,ablation,リ,0.0757,0.0,0.0002
駅の隅で直人と達也が二人きりだった。美穂は衝撃的なネックレスを知り、こっそりと,565,1,6,8,8,10,16,19,36,結,拓,結,結,拓,拓,ablation,直,0.0952,0.0,0.0008
涼太と優花は学校で休憩していた。美羽は携帯の画面にある飲み物を表示し、,822,1,1,3,4,6,13,15,28,達,一,達,達,一,一,ablation,涼,0.4941,0.004,0.0001
学校の隅で蓮と千尋が二人きりだった。修は衝撃的なスナックを知り、こっそりと,535,1,5,6,7,9,15,16,33,翼,直,翼,翼,直,直,ablation,二人,0.207,0.0001,0.0
オフィスで直人と楓が本棚を見ていた。加奈は面白そうなコンピューターを選び、,620,1,5,7,7,9,15,17,27,陽,愛,陽,陽,愛,愛,circuit,オ,0.0564,0.0013,0.0
翼と涼太は山で休憩していた。光は携帯の画面にあるネックレスを表示し、,861,1,1,2,3,5,12,13,27,愛,一,愛,愛,一,一,circuit,翼,0.2676,0.0028,0.0003
学校で一輝と杏奈が乾杯しようとしていた。千尋は冷えたキスを開け、,1033,1,3,5,6,8,15,17,25,哲,美,哲,哲,美,美,ablation,一,0.0928,0.0011,0.0
剛と美羽は庭にいた。遥は落ちていたキスを拾い、,81,1,1,2,3,5,10,11,20,愛,和,愛,愛,和,和,ablation,美,0.1602,0.0009,0.0012
七海と和也は学校の図書館にいた。遥は借りていたキスを読み終え、,961,1,1,3,4,6,16,17,27,大,亮,大,大,亮,亮,ablation,七,0.1079,0.0,0.0016
駅で杏奈と千尋が乾杯しようとしていた。真央は冷えた飲み物を開け、,1070,1,4,6,7,9,16,18,26,七,優,七,七,優,優,ablation,杏,0.1094,0.001,0.0001
剛と千尋は山の図書館にいた。加奈は借りていた指輪を読み終え、,1000,1,1,2,3,5,15,17,27,拓,愛,拓,拓,愛,愛,ablation,千,0.0664,0.0003,0.0
病院で七海と彩が帰り支度をしていた。杏奈は車の指輪を見つけ、,896,1,4,6,7,8,15,17,24,翔,亮,翔,翔,亮,亮,ablation,七,0.1309,0.0,0.0
家で陸と智也が本棚を見ていた。千尋は面白そうなバスケットボールを選び、,627,1,3,4,5,7,13,15,24,大,葵,大,大,葵,葵,ablation,陸,0.1011,0.0,0.0014
レストランで陸と杏奈が買い物をしていた。大樹は素敵なキスを購入し、,233,1,3,4,5,7,12,14,23,哲,彩,哲,哲,彩,彩,ablation,陸,0.0898,0.0001,0.0
山で彩と美羽が帰り支度をしていた。千尋は車のバスケットボールを見つけ、,931,1,3,4,5,7,14,16,24,結,愛,結,結,愛,愛,ablation,美,0.0947,0.0007,0.0004
庭で彩と杏奈が話していた。美穂はバスケットボールを取り出すと、,11,1,3,4,5,7,11,14,22,結,�,結,結,�,�,ablation,彩,0.0874,0.0,0.0005
七海と葵が駅で席に着いた。大樹は熱い飲み物を持ってきて、,422,1,1,3,4,5,14,16,24,結,亮,結,結,亮,亮,eval,二人,0.1475,0.0,0.0001
学校で優花と美穂が帰り支度をしていた。誠は車の指輪を見つけ、,888,1,3,5,6,9,16,17,24,拓,�,拓,拓,�,�,ablation,美,0.0688,0.0,0.0
駅で智也と花が準備をしていた。千尋は余分なキスを持っていたので、,777,1,4,6,7,8,13,15,25,結,亮,結,結,亮,亮,eval,智,0.083,0.0,0.0027
涼太と美羽は病院の図書館にいた。真央は借りていたキスを読み終え、,969,1,1,3,4,6,17,19,29,大,一,大,大,一,一,ablation,涼,0.207,0.0059,0.0012
真央と修は山で休憩していた。加奈は携帯の画面にある飲み物を表示し、,862,1,1,3,4,5,12,14,27,直,遥,直,直,遥,遥,ablation,真,0.2949,0.0001,0.0003
家で美羽と智也が乾杯しようとしていた。裕太は冷えた骨を開け、,1058,1,3,5,6,8,15,17,24,健,涼,健,健,涼,涼,ablation,美,0.0649,0.0004,0.0001
店でさくらと里奈が帰り支度をしていた。蓮は車のキスを見つけ、,865,1,3,6,7,9,16,17,24,健,拓,健,健,拓,拓,ablation,里,0.0396,0.0,0.0001
隼人と美穂は駅で休憩していた。光は携帯の画面にある骨を表示し、,850,1,1,3,3,6,14,15,27,愛,さ,愛,愛,さ,さ,circuit,美,0.1006,0.006,0.0004
花と千尋は庭にいた。雄大は落ちていたキスを拾い、,81,1,1,2,3,5,10,12,21,達,葵,達,達,葵,葵,ablation,千,0.2754,0.0001,0.0
庭でさくらと美優が歩いていたとき、剛は珍しいバスケットボールを見つけ、すぐに,155,1,3,6,7,9,14,15,24,陽,健,陽,陽,健,健,ablation,美,0.1875,0.0001,0.0001
一輝と杏奈は駅の図書館にいた。裕太は借りていた指輪を読み終え、,992,1,1,3,4,6,17,19,29,大,達,大,大,達,達,ablation,一,0.0317,0.0002,0.0022
裕太と光はオフィスで修理をしていた。加奈は近くにあったキスを掴み、,689,1,1,3,4,5,14,16,26,結,亮,結,結,亮,亮,ablation,裕,0.3965,0.0,0.0003
庭で優菜と蓮が歩いていたとき、雄大は珍しいキスを見つけ、すぐに,153,1,3,5,6,7,12,14,22,美,剛,美,美,剛,剛,ablation,その,0.0309,0.0,0.0017
オフィスで美月と真央が仕事をしていた。加奈は新しいキスを作成し、その内容を,473,1,5,7,8,10,14,16,27,大,美,大,大,美,美,ablation,真,0.1768,0.1299,0.0013
優菜と杏奈が家で席に着いた。大樹は熱いスナックを持ってきて、,415,1,1,3,4,6,14,16,25,大,陽,大,大,陽,陽,ablation,二人,0.1914,0.0003,0.0031
拓也と智也が学校で席に着いた。千尋は熱い指輪を持ってきて、,384,1,1,3,4,6,14,16,24,翔,結,翔,翔,結,結,ablation,拓,0.2031,0.0004,0.0001
杏奈と真央が家で席に着いた。加奈は熱いスナックを持ってきて、,415,1,1,3,4,6,14,16,25,涼,優,涼,涼,優,優,ablation,二人,0.1475,0.0011,0.0003
庭の隅で直樹と里奈が二人きりだった。香織は衝撃的なスナックを知り、こっそりと,519,1,5,7,8,10,16,19,36,美,直,美,美,直,直,ablation,二人,0.105,0.041,0.0002
一輝と和也は山で休憩していた。大樹は携帯の画面にあるネックレスを表示し、,861,1,1,3,4,6,13,15,29,陽,拓,陽,陽,拓,拓,ablation,一,0.0981,0.0,0.0003
店で剛と優菜が話していた。裕太はバスケットボールを取り出すと、,3,1,3,4,5,7,11,13,21,美,翼,美,美,翼,翼,ablation,優,0.0349,0.0001,0.0014
家で七海と花が準備をしていた。雄大は余分な指輪を持っていたので、,768,1,3,5,6,7,12,14,24,拓,愛,拓,拓,愛,愛,ablation,七,0.103,0.0006,0.0
オフィスで優花と蓮が乾杯しようとしていた。修は冷えたコンピューターを開け、,1052,1,5,7,8,9,16,17,27,愛,美,愛,愛,美,美,ablation,その,0.0201,0.0003,0.0005
涼太と陸は駅にいた。香織は落ちていた骨を拾い、,130,1,1,3,4,5,11,14,22,一,�,一,一,�,�,ablation,涼,0.1104,0.0,0.0049
店で直樹と大樹が仕事をしていた。加奈は新しい飲み物を作成し、その内容を,438,1,3,5,6,8,12,14,25,大,陽,大,大,陽,陽,ablation,店,0.168,0.0,0.1309
さくらと七海は庭にいた。翼は落ちていたキスを拾い、,81,1,1,4,5,7,12,13,22,健,結,健,健,結,結,ablation,さ,0.2031,0.0008,0.0001
優菜と杏奈は学校にいた。大樹は落ちていた指輪を拾い、,96,1,1,3,4,6,11,13,22,翔,涼,翔,翔,涼,涼,circuit,優,0.0747,0.0001,0.0001
美羽と加奈は店の図書館にいた。雄大は借りていたスナックを読み終え、,943,1,1,3,4,6,16,18,29,大,里,大,大,里,里,ablation,美,0.0767,0.0,0.0017
花と大樹は店で修理をしていた。真央は近くにあった骨を掴み、,650,1,1,2,3,5,12,14,23,陽,愛,陽,陽,愛,愛,ablation,花,0.1226,0.0003,0.0001
店で優花と蓮が練習していた。美穂はネックレスをキャッチすると、力強く,293,1,3,5,6,7,12,15,26,健,�,健,健,�,�,ablation,振り,0.0344,0.0,0.0002
美月と優菜は山にいた。真央は落ちていた骨を拾い、,138,1,1,3,4,6,11,13,21,達,一,達,達,一,一,ablation,美,0.1338,0.0041,0.0002
優菜と智也は店で休憩していた。誠は携帯の画面にある骨を表示し、,794,1,1,3,4,6,13,14,26,陽,亮,陽,陽,亮,亮,ablation,優,0.0771,0.0001,0.0003
山で里奈と花が話していた。千尋は骨を取り出すと、,66,1,3,5,6,7,11,13,19,和,剛,和,和,剛,剛,ablation,里,0.1289,0.0,0.0007
里奈と美羽はオフィスで休憩していた。裕太は携帯の画面にあるスナックを表示し、,839,1,1,3,4,6,15,17,31,一,優,一,一,優,優,ablation,美,0.0796,0.0009,0.0084
学校で達也と直樹が練習していた。大樹は指輪をキャッチすると、力強く,312,1,3,5,6,8,13,15,25,健,哲,健,健,哲,哲,ablation,投,0.0371,0.0,0.0001
学校の隅で里奈と花が二人きりだった。千尋は衝撃的なネックレスを知り、こっそりと,533,1,5,7,8,9,15,17,34,翔,愛,翔,翔,愛,愛,ablation,花,0.1338,0.0004,0.0
陸と智也は家で修理をしていた。大樹は近くにあった飲み物を掴み、,702,1,1,2,3,5,12,14,24,達,葵,達,達,葵,葵,ablation,陸,0.0522,0.0,0.0001
店で美羽と遥が乾杯しようとしていた。修は冷えたスナックを開け、,1015,1,3,5,6,7,14,15,24,亮,美,亮,亮,美,美,eval,美,0.0498,0.0498,0.0
庭で美月と裕太が話していた。修は飲み物を取り出すと、,14,1,3,5,6,8,12,13,20,大,愛,大,大,愛,愛,ablation,美,0.1885,0.0004,0.0018
哲也と一輝は駅で修理をしていた。翼は近くにあった指輪を掴み、,704,1,1,3,4,6,14,15,25,結,亮,結,結,亮,亮,ablation,哲,0.1523,0.0,0.0005
山で葵と優花が帰り支度をしていた。裕太は車の飲み物を見つけ、,934,1,3,4,5,7,14,16,23,拓,亮,拓,拓,亮,亮,ablation,葵,0.0408,0.0,0.0
学校の隅で葵と智也が二人きりだった。修は衝撃的なネックレスを知り、こっそりと,533,1,5,6,7,9,15,16,33,愛,美,愛,愛,美,美,ablation,葵,0.291,0.0007,0.0003
店でさくらと優花が買い物をしていた。彩は素敵なネックレスを購入し、,221,1,3,6,7,9,14,15,25,翔,健,翔,翔,健,健,ablation,優,0.3848,0.0002,0.0
優菜と智也は駅にいた。真央は落ちていたスナックを拾い、,135,1,1,3,4,6,12,14,24,美,優,美,美,優,優,ablation,二人,0.0488,0.0459,0.0013
店で一輝と翼が歩いていたとき、智也は珍しい指輪を見つけ、すぐに,144,1,3,5,6,7,12,14,22,陽,亮,陽,陽,亮,亮,ablation,店,0.1426,0.0001,0.0
駅で美羽と智也が歩いていたとき、花は珍しいキスを見つけ、すぐに,201,1,4,6,7,9,14,15,23,達,翼,達,達,翼,翼,ablation,美,0.1309,0.0,0.0002
駅で陸と大樹が乾杯しようとしていた。光は冷えた骨を開け、,1066,1,4,5,6,8,15,16,23,翼,優,翼,翼,優,優,ablation,大,0.0255,0.0004,0.0002
駅で達也と彩が本棚を見ていた。千尋は面白そうなネックレスを選び、,637,1,4,6,7,8,14,16,25,結,亮,結,結,亮,亮,eval,達,0.1011,0.0001,0.0061
隼人と花は駅の図書館にいた。聡は借りていた指輪を読み終え、,992,1,1,3,3,4,5,7,27,亮,涼,亮,亮,涼,涼,ablation,花,0.1729,0.0001,0.0
千尋と修は病院で修理をしていた。光は近くにあったネックレスを掴み、,685,1,1,3,4,5,13,14,25,愛,一,愛,愛,一,一,ablation,千,0.2207,0.004,0.0005
店で杏奈と遥が練習していた。修はキスをキャッチすると、力強く,289,1,3,5,6,7,12,13,23,葵,美,葵,葵,美,美,ablation,抱,0.0708,0.0003,0.0001
学校で涼太と裕太が本棚を見ていた。真央は面白そうな骨を選び、,602,1,3,5,6,8,14,16,23,健,達,健,健,達,達,ablation,二人,0.0566,0.0,0.0001
店で美優と里奈が帰り支度をしていた。美羽は車のスナックを見つけ、,871,1,3,5,6,8,3,5,25,陽,結,陽,陽,結,結,ablation,美,0.0544,0.0007,0.0002
山で涼太と陸が買い物をしていた。蓮は素敵な指輪を購入し、,280,1,3,5,6,7,12,13,22,亮,七,亮,亮,七,七,ablation,山,0.1123,0.0002,0.0
優菜と陸が山で席に着いた。杏奈は熱い骨を持ってきて、,426,1,1,3,4,5,13,15,22,結,彩,結,結,彩,彩,ablation,優,0.103,0.0002,0.0002
美優と蓮がオフィスで席に着いた。真央は熱いバスケットボールを持ってきて、,403,1,1,3,4,5,15,17,26,翔,愛,翔,翔,愛,愛,ablation,美,0.3125,0.0014,0.0001
病院で陸と美羽が買い物をしていた。杏奈は素敵なスナックを購入し、,255,1,4,5,6,8,13,15,25,翔,剛,翔,翔,剛,剛,ablation,美,0.168,0.0,0.0003
駅で優菜と隼人が話していた。大樹はバスケットボールを取り出すと、,59,1,4,6,7,9,12,14,22,陽,未来,陽,陽,未来,未来,eval,優,0.1191,0.0,0.0003
達也と裕太は山で修理をしていた。光は近くにあった指輪を掴み、,712,1,1,3,4,6,13,14,24,大,亮,大,大,亮,亮,ablation,裕,0.0491,0.0001,0.0022
病院で智也と大樹が仕事をしていた。真央は新しい飲み物を作成し、その内容を,470,1,4,6,7,9,13,15,26,和,里,和,和,里,里,ablation,大,0.1689,0.0,0.0002
和也と大樹が病院で席に着いた。加奈は熱いバスケットボールを持ってきて、,395,1,1,3,4,6,15,17,26,健,美,健,健,美,美,ablation,和,0.0854,0.001,0.0007
杏奈と真央はレストランで休憩していた。雄大は携帯の画面にあるスナックを表示し、,815,1,1,3,4,6,13,15,29,健,和,健,健,和,和,circuit,杏,0.0859,0.0002,0.0002
家で裕太と誠が準備をしていた。加奈は余分な指輪を持っていたので、,768,1,3,5,6,7,12,14,24,和,蓮,和,和,蓮,蓮,circuit,裕,0.1025,0.0,0.0015
山で達也と葵が帰り支度をしていた。直樹は車のコンピューターを見つけ、,932,1,3,5,6,7,14,16,25,翔,愛,翔,翔,愛,愛,ablation,山,0.0337,0.0003,0.0
駅で直樹と智也が準備をしていた。加奈は余分な飲み物を持っていたので、,782,1,4,6,7,9,14,16,26,結,達,結,結,達,達,ablation,直,0.0571,0.0001,0.0007
美穂と誠が山で席に着いた。加奈は熱い飲み物を持ってきて、,430,1,1,4,5,6,14,16,24,達,�,達,達,�,�,ablation,二人,0.1426,0.0,0.0001
庭で蓮と加奈が準備をしていた。香織は余分な骨を持っていたので、,730,1,3,4,5,7,12,15,24,哲,�,哲,哲,�,�,ablation,庭,0.0703,0.0,0.0
店で杏奈と大樹が仕事をしていた。加奈は新しい骨を作成し、その内容を,434,1,3,5,6,8,12,14,24,七,直,七,七,直,直,ablation,大,0.2061,0.0004,0.0001
病院で里奈と美羽が歩いていたとき、大樹は珍しいコンピューターを見つけ、すぐに,180,1,4,6,7,9,14,16,26,翔,美,翔,翔,美,美,circuit,美,0.0898,0.0898,0.0
千尋と誠は店の図書館にいた。真央は借りていたスナックを読み終え、,943,1,1,3,4,5,15,17,28,結,亮,結,結,亮,亮,ablation,千,0.0835,0.0,0.0005
裕太と修はオフィスで休憩していた。加奈は携帯の画面にある骨を表示し、,834,1,1,3,4,5,14,16,28,一,蓮,一,一,蓮,蓮,ablation,裕,0.2539,0.0,0.0041
病院で七海と優花が仕事をしていた。雄大は新しい指輪を作成し、その内容を,464,1,4,6,7,9,13,15,26,美,達,美,美,達,達,eval,優,0.168,0.0002,0.001
庭で裕太と真央が買い物をしていた。雄大は素敵な指輪を購入し、,224,1,3,5,6,8,13,15,24,大,陽,大,大,陽,陽,ablation,裕,0.1514,0.0003,0.0033
大樹と真央は家で修理をしていた。雄大は近くにあった指輪を掴み、,696,1,1,3,4,6,13,15,25,大,健,大,大,健,健,ablation,真,0.3047,0.0001,0.0284
学校で剛と遥が話していた。大樹はスナックを取り出すと、,31,1,3,4,5,6,10,12,20,葵,直,葵,葵,直,直,ablation,二人,0.0396,0.0004,0.0
直樹と隼人は学校にいた。美穂は落ちていた骨を拾い、,98,1,1,3,4,6,10,13,21,美,涼,美,美,涼,涼,eval,直,0.0718,0.0002,0.0117
涼太と智也は駅の図書館にいた。杏奈は借りていた指輪を読み終え、,992,1,1,3,4,6,17,19,29,翔,哲,翔,翔,哲,哲,ablation,涼,0.0645,0.0,0.0
葵と大樹はオフィスで修理をしていた。光は近くにあった飲み物を掴み、,694,1,1,2,3,5,14,15,25,亮,七,亮,亮,七,七,ablation,葵,0.0226,0.0,0.0
哲也と優花がオフィスで席に着いた。美羽は熱いコンピューターを持ってきて、,404,1,1,3,4,6,16,18,28,陽,結,陽,陽,結,結,ablation,哲,0.1895,0.0002,0.0001
優花と修が庭で席に着いた。加奈は熱いネックレスを持ってきて、,373,1,1,3,4,5,13,15,24,達,葵,達,達,葵,葵,circuit,優,0.1943,0.0,0.0
オフィスの隅で達也と美羽が二人きりだった。大樹は衝撃的なコンピューターを知り、こっそりと,548,1,7,9,10,12,18,20,38,翔,美,翔,翔,美,美,eval,達,0.0693,0.0576,0.0
病院で美月と陸が練習していた。修は飲み物をキャッチすると、力強く,326,1,4,6,7,8,13,14,24,愛,哲,愛,愛,哲,哲,ablation,投,0.1016,0.0,0.0002
病院で花と遥が仕事をしていた。真央は新しい骨を作成し、その内容を,466,1,4,5,6,7,11,13,23,葵,里,葵,葵,里,里,ablation,花,0.0549,0.0,0.0
オフィスで翼と和也が練習していた。彩はネックレスをキャッチすると、力強く,333,1,5,6,7,9,14,15,26,亮,達,亮,亮,達,達,ablation,腕,0.0454,0.0,0.0
病院で葵と直樹が練習していた。美羽はネックレスをキャッチすると、力強く,325,1,4,5,6,8,13,15,26,陽,亮,陽,陽,亮,亮,ablation,腕,0.052,0.0,0.0003
杏奈と裕太は家で修理をしていた。誠は近くにあった骨を掴み、,698,1,1,3,4,6,13,14,23,健,彩,健,健,彩,彩,eval,裕,0.0684,0.0,0.0002
庭で一輝と大樹が仕事をしていた。真央は新しいコンピューターを作成し、その内容を,444,1,3,5,6,8,12,14,27,結,美,結,結,美,美,ablation,大,0.2314,0.0001,0.0002
病院で一輝と誠が買い物をしていた。雄大は素敵なバスケットボールを購入し、,251,1,4,6,7,8,13,15,25,健,亮,健,健,亮,亮,ablation,一,0.1299,0.0001,0.0019
千尋と真央は庭の図書館にいた。加奈は借りていたネックレスを読み終え、,949,1,1,3,4,6,16,18,29,健,和,健,健,和,和,ablation,千,0.1641,0.0003,0.0
涼太と美羽はレストランの図書館にいた。雄大は借りていた飲み物を読み終え、,958,1,1,3,4,6,16,18,28,翔,哲,翔,翔,哲,哲,ablation,涼,0.1992,0.0,0.0
駅でさくらと美月が乾杯しようとしていた。修は冷えたコンピューターを開け、,1068,1,4,7,8,10,17,18,28,健,結,健,健,結,結,eval,美,0.0732,0.0009,0.0002
杏奈と千尋は庭で休憩していた。加奈は携帯の画面にある指輪を表示し、,800,1,1,3,4,6,13,15,28,一,和,一,一,和,和,eval,杏,0.1572,0.0002,0.0039
美羽と千尋は学校にいた。誠は落ちていたネックレスを拾い、,101,1,1,3,4,6,11,12,22,涼,彩,涼,涼,彩,彩,ablation,美,0.1816,0.0001,0.0001
葵と剛は駅で休憩していた。裕太は携帯の画面にあるスナックを表示し、,855,1,1,2,3,4,12,14,28,愛,一,愛,愛,一,一,ablation,葵,0.3164,0.0058,0.0001
駅で美月と剛が帰り支度をしていた。真央は車のスナックを見つけ、,927,1,4,6,7,8,15,17,25,結,葵,結,結,葵,葵,ablation,美,0.1089,0.0,0.0005
山の隅で一輝と直樹が二人きりだった。雄大は衝撃的な骨を知り、こっそりと,570,1,5,7,8,10,16,18,33,大,健,大,大,健,健,ablation,二人,0.1465,0.0001,0.0015
家で美月と遥が話していた。加奈はコンピューターを取り出すと、,52,1,3,5,6,7,11,13,22,拓,葵,拓,拓,葵,葵,ablation,美,0.0415,0.0,0.0
和也と直樹は家で修理をしていた。誠は近くにあったスナックを掴み、,703,1,1,3,4,6,13,14,25,翔,亮,翔,翔,亮,亮,circuit,店,0.02,0.0,0.0001
山で七海と和也が仕事をしていた。涼太は新しい飲み物を作成し、その内容を,502,1,3,5,6,8,12,14,25,大,達,大,大,達,達,ablation,山,0.167,0.0001,0.0012
店で蓮と聡が話していた。美穂はネックレスを取り出すと、,5,1,3,4,5,7,11,14,22,�,優,�,�,優,優,ablation,店,0.0718,0.0018,0.0
一輝と葵が病院で席に着いた。優花は熱いキスを持ってきて、,393,1,1,3,4,5,14,16,24,結,愛,結,結,愛,愛,ablation,一,0.085,0.0018,0.0005
庭で蓮と大樹が帰り支度をしていた。加奈は車のキスを見つけ、,873,1,3,4,5,7,14,16,23,七,剛,七,七,剛,剛,ablation,大,0.0347,0.0,0.0001
直樹と誠がレストランで席に着いた。光は熱い指輪を持ってきて、,376,1,1,3,4,5,13,14,22,翼,美,翼,翼,美,美,ablation,直,0.083,0.002,0.0001
学校の隅で美月と優花が二人きりだった。修は衝撃的な飲み物を知り、こっそりと,534,1,5,7,8,10,16,17,33,陽,翼,陽,陽,翼,翼,circuit,二人,0.1494,0.0,0.0001
学校で智也と花が話していた。千尋は飲み物を取り出すと、,30,1,3,5,6,7,11,13,20,陽,翼,陽,陽,翼,翼,ablation,智,0.1455,0.0,0.0001
里奈と真央が家で席に着いた。修は熱いスナックを持ってきて、,415,1,1,3,4,6,14,15,24,結,愛,結,結,愛,愛,ablation,二人,0.124,0.0007,0.0002
優菜と蓮が駅で席に着いた。遥は熱いネックレスを持ってきて、,421,1,1,3,4,5,14,15,24,愛,一,愛,愛,一,一,ablation,優,0.1348,0.003,0.0015
涼太と里奈が庭で席に着いた。千尋は熱い指輪を持ってきて、,368,1,1,3,4,6,14,16,24,大,哲,大,大,哲,哲,ablation,涼,0.2871,0.0,0.0009
学校で優花と優菜が帰り支度をしていた。美羽は車の飲み物を見つけ、,894,1,3,5,3,5,15,17,24,陽,一,陽,陽,一,一,ablation,優,0.0806,0.007,0.0002
山の隅で七海と剛が二人きりだった。加奈は衝撃的なネックレスを知り、こっそりと,573,1,5,7,8,9,15,17,34,健,愛,健,健,愛,愛,ablation,七,0.1377,0.0008,0.0001
駅で智也と花が帰り支度をしていた。杏奈は車のスナックを見つけ、,927,1,4,6,7,8,15,17,25,健,剛,健,健,剛,剛,ablation,智,0.0972,0.0,0.0001
病院で陸と裕太が歩いていたとき、遥は珍しい骨を見つけ、すぐに,178,1,4,5,6,8,13,14,21,翼,直,翼,翼,直,直,ablation,陸,0.208,0.0001,0.0001
病院で翼と陸が仕事をしていた。裕太は新しいキスを作成し、その内容を,465,1,4,5,6,7,11,13,24,愛,達,愛,愛,達,達,ablation,翼,0.1533,0.0002,0.0013
駅で和也と花が練習していた。雄大はキスをキャッチすると、力強く,345,1,4,6,7,8,13,15,25,大,翼,大,大,翼,翼,ablation,「,0.0615,0.0001,0.0005
山で美月と優花が本棚を見ていた。花は面白そうなスナックを選び、,647,1,3,5,6,8,7,8,24,拓,葵,拓,拓,葵,葵,eval,山,0.2139,0.0,0.0
店で和也と大樹が仕事をしていた。加奈は新しい骨を作成し、その内容を,434,1,3,5,6,8,12,14,24,健,哲,健,健,哲,哲,ablation,大,0.0859,0.0,0.0002
病院で直樹と剛が歩いていたとき、里奈は珍しい飲み物を見つけ、すぐに,182,1,4,6,7,8,13,15,23,哲,翼,哲,哲,翼,翼,ablation,飲,0.2158,0.0,0.0
駅で里奈と陸が準備をしていた。美穂は余分なネックレスを持っていたので、,781,1,4,6,7,8,13,16,27,哲,�,哲,哲,�,�,ablation,美,0.0481,0.0,0.0
千尋と誠は庭で修理をしていた。光は近くにあった指輪を掴み、,656,1,1,3,4,5,12,13,23,葵,美,葵,葵,美,美,ablation,千,0.0874,0.0008,0.0
病院で翼と里奈が帰り支度をしていた。光は車のキスを見つけ、,897,1,4,5,6,8,15,16,23,亮,美,亮,亮,美,美,ablation,翼,0.0297,0.0006,0.0
店で美月と涼太が練習していた。雄大はバスケットボールをキャッチすると、力強く,291,1,3,5,6,8,13,15,26,美,一,美,美,一,一,eval,投,0.0859,0.0045,0.0049
山で一輝と智也が話していた。千尋はスナックを取り出すと、,71,1,3,5,6,8,12,14,22,大,拓,大,大,拓,拓,ablation,山,0.0869,0.0,0.0032
山で直樹と千尋が準備をしていた。雄大は余分な飲み物を持っていたので、,790,1,3,5,6,8,13,15,25,健,哲,健,健,哲,哲,ablation,山,0.1484,0.0,0.0001
レストランで哲也と翼が準備をしていた。裕太は余分なコンピューターを持っていたので、,740,1,3,5,6,7,12,14,26,結,亮,結,結,亮,亮,ablation,その,0.0266,0.0,0.0011
