prompt,prompt_id,prefix,IO,and,S1,S1+1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
"When James and Jennifer got a ring at the store, Jennifer decided to give it to",384,1,2,3,4,5,6,12,13,17,18, Jennifer, James, Jennifer, Jennifer, James, James,ablation, James,0.7734,0.7734,0.0002
"Afterwards, Daniel and Jennifer went to the office. Jennifer gave a necklace to",749,1,4,5,6,7,8,12,13,16,17, Jennifer, Daniel, Jennifer, Jennifer, Daniel, Daniel,ablation, Daniel,0.418,0.418,0.0012
"When Kevin and Andrew got a ring at the hospital, Andrew decided to give it to",416,1,2,3,4,5,6,12,13,17,18, Andrew, Kevin, Andrew, Andrew, Kevin, Kevin,ablation, Kevin,0.3691,0.3691,0.0023
"Then, Anthony and Ryan went to the school. Ryan gave a necklace to",29,1,3,4,5,6,7,11,12,15,16, Ryan, Anthony, Ryan, Ryan, Anthony, Anthony,ablation, Anthony,0.2832,0.2832,0.001
The garden Jonathan and Joseph went to had a bone. Joseph gave it to,842,1,3,4,5,6,7,12,13,15,16, Joseph, Jonathan, Joseph, Joseph, Jonathan, Jonathan,ablation, Jonathan,0.5156,0.5156,0.0004
"When Eric and Robert got a kiss at the hospital, Robert decided to give it to",417,1,2,3,4,5,6,12,13,17,18, Robert, Eric, Robert, Robert, Eric, Eric,circuit, Eric,0.4375,0.4375,0.0011
"After the lunch, David and Matthew went to the office. Matthew gave a necklace to",685,1,5,6,7,8,9,13,14,17,18, Matthew, David, Matthew, Matthew, David, David,ablation, David,0.3945,0.3945,0.0003
"Then, John and Daniel were thinking about going to the office. Daniel wanted to give a computer to",236,1,3,4,5,6,7,14,15,20,21, Daniel, John, Daniel, Daniel, John, John,eval, John,0.2891,0.2891,0.0016
"While Daniel and Michael were working at the school, Michael gave a necklace to",541,1,2,3,4,5,6,11,12,15,16, Michael, Daniel, Michael, Michael, Daniel, Daniel,ablation, Daniel,0.6094,0.6094,0.0028
"Afterwards, Jessica and Christopher went to the hospital. Christopher gave a kiss to",737,1,4,5,6,7,8,12,13,16,17, Christopher, Jessica, Christopher, Christopher, Jessica, Jessica,ablation, the,0.2188,0.2051,0.0002
"While Eric and Ryan were commuting to the station, Ryan gave a computer to",636,1,2,3,4,5,6,11,12,15,16, Ryan, Eric, Ryan, Ryan, Eric, Eric,ablation, Eric,0.7109,0.7109,0.0003
Friends Elizabeth and Michael found a drink at the station. Michael gave it to,958,1,2,3,4,5,6,12,13,15,16, Michael, Elizabeth, Michael, Michael, Elizabeth, Elizabeth,ablation, Elizabeth,0.4746,0.4746,0.0003
The house Jonathan and Ryan went to had a kiss. Ryan gave it to,881,1,3,4,5,6,7,12,13,15,16, Ryan, Jonathan, Ryan, Ryan, Jonathan, Jonathan,ablation, Jonathan,0.5352,0.5352,0.0026
"Then, Jason and Brandon had a long argument. Afterwards Brandon said to",791,1,3,4,5,6,7,12,13,14,15, Brandon, Jason, Brandon, Brandon, Jason, Jason,ablation, Jason,0.6367,0.6367,0.0001
"Then, Steven and Ryan were thinking about going to the station. Ryan wanted to give a ring to",248,1,3,4,5,6,7,14,15,20,21, Ryan, Steven, Ryan, Ryan, Steven, Steven,eval, Steven,0.3516,0.3516,0.0009
"While Eric and Andrew were commuting to the hospital, Andrew gave a drink to",614,1,2,3,4,5,6,11,12,15,16, Andrew, Eric, Andrew, Andrew, Eric, Eric,ablation, Eric,0.707,0.707,0.0001
"When Rachel and Matthew got a ring at the station, Matthew decided to give the ring to",504,1,2,3,4,5,6,12,13,18,19, Matthew, Rachel, Matthew, Matthew, Rachel, Rachel,ablation, Rachel,0.6445,0.6445,0.0036
"Then, Ryan and Matthew went to the garden. Matthew gave a computer to",12,1,3,4,5,6,7,11,12,15,16, Matthew, Ryan, Matthew, Matthew, Ryan, Ryan,ablation, Ryan,0.5391,0.5391,0.0007
"While Sarah and John were working at the office, John gave a ring to",552,1,2,3,4,5,6,11,12,15,16, John, Sarah, John, John, Sarah, Sarah,ablation, Sarah,0.8984,0.8984,0.0001
"Then, Kevin and Jessica had a long argument. Afterwards Jessica said to",771,1,3,4,5,6,7,12,13,14,15, Jessica, Kevin, Jessica, Jessica, Kevin, Kevin,ablation, Kevin,0.7227,0.7227,0.0003
"Then, Elizabeth and Jason were working at the office. Jason decided to give a drink to",174,1,3,4,5,6,7,12,13,18,19, Jason, Elizabeth, Jason, Jason, Elizabeth, Elizabeth,eval, Elizabeth,0.4238,0.4238,0.0011
"After Ryan and James went to the hospital, James gave a computer to",356,1,2,3,4,5,6,10,11,14,15, James, Ryan, James, James, Ryan, Ryan,ablation, Ryan,0.3262,0.3262,0.0034
"When Amy and Sarah got a kiss at the house, Sarah decided to give the kiss to",497,1,2,3,4,5,6,12,13,18,19, Sarah, Amy, Sarah, Sarah, Amy, Amy,ablation, Amy,0.377,0.377,0.0074
"Then, Jacob and Eric were working at the school. Eric decided to give a necklace to",157,1,3,4,5,6,7,12,13,18,19, Eric, Jacob, Eric, Eric, Jacob, Jacob,ablation, Jacob,0.3359,0.3359,0.0004
The hospital Robert and James went to had a kiss. James gave it to,865,1,3,4,5,6,7,12,13,15,16, James, Robert, James, James, Robert, Robert,ablation, Robert,0.5234,0.5234,0.0014
"When Sarah and Joseph got a bone at the hospital, Joseph decided to give it to",418,1,2,3,4,5,6,12,13,17,18, Joseph, Sarah, Joseph, Joseph, Sarah, Sarah,ablation, Sarah,0.4141,0.4141,0.0006
"Then, Kyle and Elizabeth had a lot of fun at the station. Elizabeth gave a snack to",127,1,3,4,5,6,7,15,16,19,20, Elizabeth, Kyle, Elizabeth, Elizabeth, Kyle, Kyle,circuit, the,0.2256,0.1865,0.0002
Friends James and David found a computer at the restaurant. David gave it to,916,1,2,3,4,5,6,12,13,15,16, David, James, David, David, James, James,ablation, James,0.3496,0.3496,0.0015
The garden Laura and Christopher went to had a kiss. Christopher gave it to,841,1,3,4,5,6,7,12,13,15,16, Christopher, Laura, Christopher, Christopher, Laura, Laura,ablation, Laura,0.4414,0.4414,0.0011
"While Brandon and Andrew were working at the hospital, Andrew gave a bone to",546,1,2,3,4,5,6,11,12,15,16, Andrew, Brandon, Andrew, Andrew, Brandon, Brandon,ablation, Brandon,0.4219,0.4219,0.0
"While Jason and John were commuting to the restaurant, John gave a bone to",594,1,2,3,4,5,6,11,12,15,16, John, Jason, John, John, Jason, Jason,circuit, the,0.2305,0.1582,0.0004
"While Laura and Christopher were commuting to the store, Christopher gave a necklace to",581,1,2,3,4,5,6,11,12,15,16, Christopher, Laura, Christopher, Christopher, Laura, Laura,ablation, Laura,0.8281,0.8281,0.0
"After Crystal and Andrew went to the garden, Andrew gave a drink to",334,1,2,3,4,5,6,10,11,14,15, Andrew, Crystal, Andrew, Andrew, Crystal, Crystal,ablation, each,0.3262,0.0101,0.0011
"Then, Adam and Jonathan were working at the hospital. Jonathan decided to give a bone to",162,1,3,4,5,6,7,12,13,18,19, Jonathan, Adam, Jonathan, Jonathan, Adam, Adam,ablation, Adam,0.4727,0.4727,0.002
The office Anthony and David went to had a basketball. David gave it to,875,1,3,4,5,6,7,12,13,15,16, David, Anthony, David, David, Anthony, Anthony,ablation, Anthony,0.6875,0.6875,0.001
"Then, Joseph and Jessica went to the house. Jessica gave a computer to",52,1,3,4,5,6,7,11,12,15,16, Jessica, Joseph, Jessica, Jessica, Joseph, Joseph,ablation, Joseph,0.3047,0.3047,0.003
"While Sarah and Daniel were working at the station, Daniel gave a kiss to",569,1,2,3,4,5,6,11,12,15,16, Daniel, Sarah, Daniel, Daniel, Sarah, Sarah,eval, Sarah,0.5117,0.5117,0.001
The office Elizabeth and Robert went to had a basketball. Robert gave it to,875,1,3,4,5,6,7,12,13,15,16, Robert, Elizabeth, Robert, Robert, Elizabeth, Elizabeth,eval, Elizabeth,0.5078,0.5078,0.0028
"After William and Michael went to the restaurant, Michael gave a ring to",336,1,2,3,4,5,6,10,11,14,15, Michael, William, Michael, Michael, William, William,ablation, William,0.6523,0.6523,0.0014
"While Sarah and Joseph were commuting to the restaurant, Joseph gave a kiss to",593,1,2,3,4,5,6,11,12,15,16, Joseph, Sarah, Joseph, Joseph, Sarah, Sarah,ablation, Sarah,0.6211,0.6211,0.0004
"Then, Jennifer and Jessica were thinking about going to the office. Jessica wanted to give a necklace to",237,1,3,4,5,6,7,14,15,20,21, Jessica, Jennifer, Jessica, Jessica, Jennifer, Jennifer,ablation, Jennifer,0.25,0.25,0.0017
"Then, Joseph and Michael were thinking about going to the garden. Michael wanted to give a bone to",202,1,3,4,5,6,7,14,15,20,21, Michael, Joseph, Michael, Michael, Joseph, Joseph,ablation, the,0.2617,0.0294,0.0007
"When Jason and Jessica got a drink at the office, Jessica decided to give it to",430,1,2,3,4,5,6,12,13,17,18, Jessica, Jason, Jessica, Jessica, Jason, Jason,ablation, Jason,0.4883,0.4883,0.0017
"Then, Jennifer and Matthew were thinking about going to the garden. Matthew wanted to give a computer to",204,1,3,4,5,6,7,14,15,20,21, Matthew, Jennifer, Matthew, Matthew, Jennifer, Jennifer,ablation, the,0.2871,0.1357,0.0014
"After Amy and Kevin went to the store, Kevin gave a computer to",324,1,2,3,4,5,6,10,11,14,15, Kevin, Amy, Kevin, Kevin, Amy, Amy,eval, Amy,0.2617,0.2617,0.0033
"Then, Crystal and Jessica went to the station. Jessica gave a basketball to",59,1,3,4,5,6,7,11,12,15,16, Jessica, Crystal, Jessica, Jessica, Crystal, Crystal,ablation, Crystal,0.1572,0.1572,0.001
"Then, David and Jessica had a long argument, and afterwards Jessica said to",283,1,3,4,5,6,7,13,14,15,16, Jessica, David, Jessica, Jessica, David, David,ablation, David,0.5,0.5,0.0006
"Then, Sarah and Jennifer had a lot of fun at the house. Jennifer gave a necklace to",117,1,3,4,5,6,7,15,16,19,20, Jennifer, Sarah, Jennifer, Jennifer, Sarah, Sarah,ablation, Sarah,0.8672,0.8672,0.0002
"Afterwards, James and David went to the restaurant. David gave a snack to",727,1,4,5,6,7,8,12,13,16,17, David, James, David, David, James, James,ablation, James,0.3223,0.3223,0.0001
"Then, Jennifer and Jessica had a long argument. Afterwards Jessica said to",805,1,3,4,5,6,7,12,13,14,15, Jessica, Jennifer, Jessica, Jessica, Jennifer, Jennifer,ablation, Jennifer,0.6289,0.6289,0.0005
"Then, Matthew and Jessica had a long argument, and afterwards Jessica said to",306,1,3,4,5,6,7,13,14,15,16, Jessica, Matthew, Jessica, Jessica, Matthew, Matthew,circuit, Matthew,0.4766,0.4766,0.0005
"Then, Emily and Jennifer had a long argument, and afterwards Jennifer said to",278,1,3,4,5,6,7,13,14,15,16, Jennifer, Emily, Jennifer, Jennifer, Emily, Emily,circuit, Emily,0.4883,0.4883,0.0001
"Then, Patrick and Rachel were working at the store. Rachel decided to give a computer to",132,1,3,4,5,6,7,12,13,18,19, Rachel, Patrick, Rachel, Rachel, Patrick, Patrick,ablation, the,0.2471,0.2314,0.0006
"When James and Christopher got a necklace at the garden, Christopher decided to give it to",397,1,2,3,4,5,6,12,13,17,18, Christopher, James, Christopher, Christopher, James, James,ablation, James,0.3066,0.3066,0.0047
"Then, Jonathan and Brandon had a long argument. Afterwards Brandon said to",782,1,3,4,5,6,7,12,13,14,15, Brandon, Jonathan, Brandon, Brandon, Jonathan, Jonathan,ablation, Jonathan,0.4219,0.4219,0.0004
"Then, Kevin and Brian had a long argument. Afterwards Brian said to",813,1,3,4,5,6,7,12,13,14,15, Brian, Kevin, Brian, Brian, Kevin, Kevin,ablation, Kevin,0.793,0.793,0.0008
"Then, Jacob and William were working at the store. William decided to give a basketball to",131,1,3,4,5,6,7,12,13,18,19, William, Jacob, William, William, Jacob, Jacob,ablation, Jacob,0.3262,0.3262,0.0012
"Then, Justin and John had a long argument. Afterwards John said to",794,1,3,4,5,6,7,12,13,14,15, John, Justin, John, John, Justin, Justin,circuit, Justin,0.6758,0.6758,0.0016
"When Elizabeth and Justin got a drink at the house, Justin decided to give the drink to",502,1,2,3,4,5,6,12,13,18,19, Justin, Elizabeth, Justin, Justin, Elizabeth, Elizabeth,ablation, Elizabeth,0.4238,0.4238,0.0053
"Then, Laura and Thomas had a long argument. Afterwards Thomas said to",781,1,3,4,5,6,7,12,13,14,15, Thomas, Laura, Thomas, Thomas, Laura, Laura,ablation, Laura,0.5273,0.5273,0.0005
"Then, David and Michael went to the garden. Michael gave a drink to",14,1,3,4,5,6,7,11,12,15,16, Michael, David, Michael, Michael, David, David,ablation, the,0.3633,0.3203,0.0014
"While Andrew and Robert were working at the restaurant, Robert gave a kiss to",529,1,2,3,4,5,6,11,12,15,16, Robert, Andrew, Robert, Robert, Andrew, Andrew,ablation, a,0.2637,0.1245,0.0018
"After Laura and John went to the school, John gave a basketball to",347,1,2,3,4,5,6,10,11,14,15, John, Laura, John, John, Laura, Laura,ablation, Laura,0.1621,0.1621,0.0038
"Then, Robert and David had a long argument, and afterwards David said to",285,1,3,4,5,6,7,13,14,15,16, David, Robert, David, David, Robert, Robert,eval, Robert,0.5078,0.5078,0.0009
"Then, Kevin and John were thinking about going to the store. John wanted to give a bone to",194,1,3,4,5,6,7,14,15,20,21, John, Kevin, John, John, Kevin, Kevin,ablation, the,0.3828,0.0664,0.002
"After the lunch, Daniel and Matthew went to the restaurant. Matthew gave a bone to",658,1,5,6,7,8,9,13,14,17,18, Matthew, Daniel, Matthew, Matthew, Daniel, Daniel,ablation, the,0.4395,0.1182,0.0004
"Then, Anthony and Jason were thinking about going to the hospital. Jason wanted to give a necklace to",229,1,3,4,5,6,7,14,15,20,21, Jason, Anthony, Jason, Jason, Anthony, Anthony,ablation, his,0.2188,0.0459,0.0023
"Then, Brian and James were working at the hospital. James decided to give a snack to",167,1,3,4,5,6,7,12,13,18,19, James, Brian, James, James, Brian, Brian,ablation, Brian,0.3555,0.3555,0.0001
Friends James and David found a bone at the store. David gave it to,898,1,2,3,4,5,6,12,13,15,16, David, James, David, David, James, James,ablation, James,0.7539,0.7539,0.0002
"When Elizabeth and Robert got a computer at the store, Robert decided to give the computer to",452,1,2,3,4,5,6,12,13,18,19, Robert, Elizabeth, Robert, Robert, Elizabeth, Elizabeth,ablation, his,0.3945,0.2539,0.0105
"Then, David and Christopher had a long argument. Afterwards Christopher said to",807,1,3,4,5,6,7,12,13,14,15, Christopher, David, Christopher, Christopher, David, David,ablation, David,0.5469,0.5469,0.0003
"Then, Daniel and Jessica had a long argument, and afterwards Jessica said to",284,1,3,4,5,6,7,13,14,15,16, Jessica, Daniel, Jessica, Jessica, Daniel, Daniel,ablation, Daniel,0.6406,0.6406,0.0005
"Then, Elizabeth and Brian were working at the garden. Brian decided to give a snack to",143,1,3,4,5,6,7,12,13,18,19, Brian, Elizabeth, Brian, Brian, Elizabeth, Elizabeth,ablation, the,0.2246,0.2119,0.0007
"Then, Adam and David went to the school. David gave a necklace to",29,1,3,4,5,6,7,11,12,15,16, David, Adam, David, David, Adam, Adam,ablation, Adam,0.3926,0.3926,0.0006
"Then, Eric and Sarah had a long argument. Afterwards Sarah said to",810,1,3,4,5,6,7,12,13,14,15, Sarah, Eric, Sarah, Sarah, Eric, Eric,ablation, Eric,0.6172,0.6172,0.0002
"Afterwards, Kyle and Robert went to the house. Robert gave a kiss to",753,1,4,5,6,7,8,12,13,16,17, Robert, Kyle, Robert, Robert, Kyle, Kyle,ablation, Kyle,0.1982,0.1982,0.0036
"After the lunch, Ryan and Joseph went to the house. Joseph gave a basketball to",691,1,5,6,7,8,9,13,14,17,18, Joseph, Ryan, Joseph, Joseph, Ryan, Ryan,ablation, Ryan,0.8438,0.8438,0.0001
"When Matthew and Michael got a necklace at the school, Michael decided to give the necklace to",477,1,2,3,4,5,6,12,13,18,19, Michael, Matthew, Michael, Michael, Matthew, Matthew,ablation, Matthew,0.6055,0.6055,0.0034
"When Joseph and John got a computer at the station, John decided to give it to",444,1,2,3,4,5,6,12,13,17,18, John, Joseph, John, John, Joseph, Joseph,ablation, the,0.1729,0.0767,0.0036
"Then, Joseph and Daniel had a long argument. Afterwards Daniel said to",774,1,3,4,5,6,7,12,13,14,15, Daniel, Joseph, Daniel, Daniel, Joseph, Joseph,ablation, Joseph,0.8281,0.8281,0.0019
Friends Andrew and Jennifer found a basketball at the house. Jennifer gave it to,947,1,2,3,4,5,6,12,13,15,16, Jennifer, Andrew, Jennifer, Jennifer, Andrew, Andrew,ablation, Andrew,0.6602,0.6602,0.0002
"While Sarah and James were working at the station, James gave a necklace to",573,1,2,3,4,5,6,11,12,15,16, James, Sarah, James, James, Sarah, Sarah,eval, Sarah,0.7695,0.7695,0.0004
"Then, James and Jennifer had a lot of fun at the station. Jennifer gave a ring to",120,1,3,4,5,6,7,15,16,19,20, Jennifer, James, Jennifer, Jennifer, James, James,ablation, James,0.4902,0.4902,0.0001
"Then, Jason and Andrew had a lot of fun at the store. Andrew gave a ring to",64,1,3,4,5,6,7,15,16,19,20, Andrew, Jason, Andrew, Andrew, Jason, Jason,ablation, Jason,0.4082,0.4082,0.0004
Friends Ryan and Jennifer found a snack at the station. Jennifer gave it to,959,1,2,3,4,5,6,12,13,15,16, Jennifer, Ryan, Jennifer, Jennifer, Ryan, Ryan,circuit, Ryan,0.8281,0.8281,0.0001
"Then, Daniel and Jessica had a long argument, and afterwards Jessica said to",274,1,3,4,5,6,7,13,14,15,16, Jessica, Daniel, Jessica, Jessica, Daniel, Daniel,ablation, Daniel,0.6523,0.6523,0.0005
"Then, Elizabeth and Jonathan had a long argument. Afterwards Jonathan said to",805,1,3,4,5,6,7,12,13,14,15, Jonathan, Elizabeth, Jonathan, Jonathan, Elizabeth, Elizabeth,ablation, his,0.4473,0.2246,0.0007
"While Sarah and James were commuting to the office, James gave a ring to",616,1,2,3,4,5,6,11,12,15,16, James, Sarah, James, James, Sarah, Sarah,eval, Sarah,0.8438,0.8438,0.0001
"Then, Kevin and Joseph had a long argument. Afterwards Joseph said to",789,1,3,4,5,6,7,12,13,14,15, Joseph, Kevin, Joseph, Joseph, Kevin, Kevin,ablation, Kevin,0.6719,0.6719,0.0011
"While Andrew and Matthew were commuting to the restaurant, Matthew gave a snack to",599,1,2,3,4,5,6,11,12,15,16, Matthew, Andrew, Matthew, Matthew, Andrew, Andrew,ablation, a,0.4805,0.1377,0.0
"Then, Eric and John had a long argument, and afterwards John said to",257,1,3,4,5,6,7,13,14,15,16, John, Eric, John, John, Eric, Eric,ablation, Eric,0.3066,0.3066,0.0011
"When Joseph and Michael got a drink at the restaurant, Michael decided to give it to",406,1,2,3,4,5,6,12,13,17,18, Michael, Joseph, Michael, Michael, Joseph, Joseph,ablation, Joseph,0.4727,0.4727,0.0016
"Then, Jonathan and Sarah were thinking about going to the school. Sarah wanted to give a computer to",220,1,3,4,5,6,7,14,15,20,21, Sarah, Jonathan, Sarah, Sarah, Jonathan, Jonathan,ablation, the,0.5898,0.0079,0.0004
"Then, Ryan and Michael had a long argument. Afterwards Michael said to",800,1,3,4,5,6,7,12,13,14,15, Michael, Ryan, Michael, Michael, Ryan, Ryan,ablation, Ryan,0.7578,0.7578,0.001
"Then, Brian and Justin had a long argument. Afterwards Justin said to",824,1,3,4,5,6,7,12,13,14,15, Justin, Brian, Justin, Justin, Brian, Brian,circuit, Brian,0.8164,0.8164,0.0008
"Then, William and Michael were thinking about going to the restaurant. Michael wanted to give a necklace to",213,1,3,4,5,6,7,14,15,20,21, Michael, William, Michael, Michael, William, William,ablation, William,0.3008,0.3008,0.0004
The store Jennifer and Jessica went to had a ring. Jessica gave it to,832,1,3,4,5,6,7,12,13,15,16, Jessica, Jennifer, Jessica, Jessica, Jennifer, Jennifer,ablation, Jennifer,0.6211,0.6211,0.0008
"Then, James and Daniel had a long argument. Afterwards Daniel said to",831,1,3,4,5,6,7,12,13,14,15, Daniel, James, Daniel, Daniel, James, James,ablation, James,0.6914,0.6914,0.0014
"After Aaron and Michelle went to the garden, Michelle gave a ring to",328,1,2,3,4,5,6,10,11,14,15, Michelle, Aaron, Michelle, Michelle, Aaron, Aaron,ablation, Aaron,0.7109,0.7109,0.0037
"After Sarah and Jessica went to the school, Jessica gave a ring to",344,1,2,3,4,5,6,10,11,14,15, Jessica, Sarah, Jessica, Jessica, Sarah, Sarah,ablation, Sarah,0.707,0.707,0.0027
"Afterwards, James and Michael went to the restaurant. Michael gave a snack to",727,1,4,5,6,7,8,12,13,16,17, Michael, James, Michael, Michael, James, James,ablation, James,0.3066,0.3066,0.0003
"Afterwards, Kyle and David went to the office. David gave a snack to",751,1,4,5,6,7,8,12,13,16,17, David, Kyle, David, David, Kyle, Kyle,ablation, Kyle,0.3398,0.3398,0.0012
"Then, David and Daniel had a long argument. Afterwards Daniel said to",803,1,3,4,5,6,7,12,13,14,15, Daniel, David, Daniel, Daniel, David, David,ablation, David,0.8125,0.8125,0.0017
"Then, Joseph and James had a lot of fun at the school. James gave a necklace to",93,1,3,4,5,6,7,15,16,19,20, James, Joseph, James, James, Joseph, Joseph,ablation, Joseph,0.6797,0.6797,0.0003
"After the lunch, Elizabeth and Daniel went to the restaurant. Daniel gave a necklace to",661,1,5,6,7,8,9,13,14,17,18, Daniel, Elizabeth, Daniel, Daniel, Elizabeth, Elizabeth,ablation, Elizabeth,0.9531,0.9531,0.0
"Then, Elizabeth and Christopher had a long argument. Afterwards Christopher said to",772,1,3,4,5,6,7,12,13,14,15, Christopher, Elizabeth, Christopher, Christopher, Elizabeth, Elizabeth,ablation, Elizabeth,0.3379,0.3379,0.0008
The restaurant Steven and Adam went to had a basketball. Adam gave it to,851,1,3,4,5,6,7,12,13,15,16, Adam, Steven, Adam, Adam, Steven, Steven,ablation, Steven,0.8672,0.8672,0.0005
"After Brandon and Jessica went to the school, Jessica gave a computer to",348,1,2,3,4,5,6,10,11,14,15, Jessica, Brandon, Jessica, Jessica, Brandon, Brandon,ablation, the,0.3066,0.2236,0.0014
"When Jonathan and Ryan got a snack at the garden, Ryan decided to give it to",399,1,2,3,4,5,6,12,13,17,18, Ryan, Jonathan, Ryan, Ryan, Jonathan, Jonathan,ablation, Jonathan,0.3281,0.3281,0.0039
"While William and Justin were working at the office, Justin gave a basketball to",555,1,2,3,4,5,6,11,12,15,16, Justin, William, Justin, Justin, William, William,ablation, William,0.8398,0.8398,0.0003
"Then, Brian and Sarah had a long argument, and afterwards Sarah said to",263,1,3,4,5,6,7,13,14,15,16, Sarah, Brian, Sarah, Sarah, Brian, Brian,ablation, Brian,0.5469,0.5469,0.0006
"Then, Daniel and Christopher had a lot of fun at the office. Christopher gave a computer to",108,1,3,4,5,6,7,15,16,19,20, Christopher, Daniel, Christopher, Christopher, Daniel, Daniel,circuit, Daniel,0.5273,0.5273,0.0001
"After the lunch, John and Jennifer went to the school. Jennifer gave a computer to",668,1,5,6,7,8,9,13,14,17,18, Jennifer, John, Jennifer, Jennifer, John, John,circuit, the,0.3789,0.2441,0.0001
"Then, Andrew and Daniel had a long argument, and afterwards Daniel said to",302,1,3,4,5,6,7,13,14,15,16, Daniel, Andrew, Daniel, Daniel, Andrew, Andrew,eval, Andrew,0.668,0.668,0.0008
"While Ryan and Michael were working at the school, Michael gave a basketball to",539,1,2,3,4,5,6,11,12,15,16, Michael, Ryan, Michael, Michael, Ryan, Ryan,ablation, Ryan,0.6484,0.6484,0.0056
The station Anthony and Christopher went to had a drink. Christopher gave it to,894,1,3,4,5,6,7,12,13,15,16, Christopher, Anthony, Christopher, Christopher, Anthony, Anthony,ablation, Anthony,0.625,0.625,0.0029
"After the lunch, Brian and Michael went to the hospital. Michael gave a bone to",674,1,5,6,7,8,9,13,14,17,18, Michael, Brian, Michael, Michael, Brian, Brian,ablation, the,0.2812,0.0806,0.0014
"Afterwards, Daniel and Christopher went to the office. Christopher gave a drink to",750,1,4,5,6,7,8,12,13,16,17, Christopher, Daniel, Christopher, Christopher, Daniel, Daniel,circuit, Daniel,0.5273,0.5273,0.0001
The garden Joseph and Jessica went to had a ring. Jessica gave it to,840,1,3,4,5,6,7,12,13,15,16, Jessica, Joseph, Jessica, Jessica, Joseph, Joseph,ablation, Joseph,0.5859,0.5859,0.0025
"While Thomas and Daniel were commuting to the school, Daniel gave a bone to",602,1,2,3,4,5,6,11,12,15,16, Daniel, Thomas, Daniel, Daniel, Thomas, Thomas,ablation, Thomas,0.3594,0.3594,0.0003
"When Sarah and Ryan got a drink at the garden, Ryan decided to give it to",398,1,2,3,4,5,6,12,13,17,18, Ryan, Sarah, Ryan, Ryan, Sarah, Sarah,eval, Sarah,0.1631,0.1631,0.0032
"Then, Jamie and Jennifer had a long argument, and afterwards Jennifer said to",288,1,3,4,5,6,7,13,14,15,16, Jennifer, Jamie, Jennifer, Jennifer, Jamie, Jamie,eval, Jamie,0.4492,0.4492,0.0003
"After the lunch, William and Matthew went to the garden. Matthew gave a kiss to",649,1,5,6,7,8,9,13,14,17,18, Matthew, William, Matthew, Matthew, William, William,ablation, William,0.3359,0.3359,0.0003
"After Daniel and Matthew went to the house, Matthew gave a necklace to",373,1,2,3,4,5,6,10,11,14,15, Matthew, Daniel, Matthew, Matthew, Daniel, Daniel,ablation, Daniel,0.252,0.252,0.0015
"While Sarah and James were working at the store, James gave a ring to",512,1,2,3,4,5,6,11,12,15,16, James, Sarah, James, James, Sarah, Sarah,ablation, Sarah,0.582,0.582,0.0045
"Then, James and Christopher were thinking about going to the store. Christopher wanted to give a necklace to",197,1,3,4,5,6,7,14,15,20,21, Christopher, James, Christopher, Christopher, James, James,ablation, his,0.3828,0.1807,0.0005
"When Kevin and Brian got a basketball at the hospital, Brian decided to give the basketball to",483,1,2,3,4,5,6,12,13,18,19, Brian, Kevin, Brian, Brian, Kevin, Kevin,ablation, Kevin,0.4238,0.4238,0.0039
"Then, Michelle and David had a long argument, and afterwards David said to",271,1,3,4,5,6,7,13,14,15,16, David, Michelle, David, David, Michelle, Michelle,ablation, her,0.2656,0.2354,0.0016
"After Anthony and Matthew went to the restaurant, Matthew gave a necklace to",341,1,2,3,4,5,6,10,11,14,15, Matthew, Anthony, Matthew, Matthew, Anthony, Anthony,ablation, Anthony,0.8867,0.8867,0.0003
"Then, Daniel and Matthew were working at the garden. Matthew decided to give a snack to",143,1,3,4,5,6,7,12,13,18,19, Matthew, Daniel, Matthew, Matthew, Daniel, Daniel,ablation, Daniel,0.3438,0.3438,0.0006
"Then, Kyle and Justin had a lot of fun at the school. Justin gave a basketball to",91,1,3,4,5,6,7,15,16,19,20, Justin, Kyle, Justin, Justin, Kyle, Kyle,ablation, Kyle,0.4629,0.4629,0.0004
The store Adam and William went to had a computer. William gave it to,836,1,3,4,5,6,7,12,13,15,16, William, Adam, William, William, Adam, Adam,ablation, Adam,0.4492,0.4492,0.001
"Afterwards, Adam and Joseph went to the garden. Joseph gave a computer to",716,1,4,5,6,7,8,12,13,16,17, Joseph, Adam, Joseph, Joseph, Adam, Adam,ablation, Adam,0.6328,0.6328,0.0006
Friends Ryan and Robert found a computer at the hospital. Robert gave it to,932,1,2,3,4,5,6,12,13,15,16, Robert, Ryan, Robert, Robert, Ryan, Ryan,ablation, Ryan,0.5625,0.5625,0.0016
"After the lunch, Jonathan and John went to the station. John gave a snack to",703,1,5,6,7,8,9,13,14,17,18, John, Jonathan, John, John, Jonathan, Jonathan,ablation, Jonathan,0.3887,0.3887,0.0014
"After the lunch, Jessica and Michael went to the garden. Michael gave a necklace to",653,1,5,6,7,8,9,13,14,17,18, Michael, Jessica, Michael, Michael, Jessica, Jessica,ablation, Jessica,0.9375,0.9375,0.0
"While Daniel and Christopher were working at the restaurant, Christopher gave a ring to",528,1,2,3,4,5,6,11,12,15,16, Christopher, Daniel, Christopher, Christopher, Daniel, Daniel,eval, Daniel,0.5586,0.5586,0.0024
